Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.78,104.36,595.01,543.35,24.38
20.26,114.47,564.43,537.67,19.25
20.47,123.35,500.16,536.08,26.53
20.08,111.62,533.96,539.65,20.32
20.58,93.25,590.85,566.51,39.17
20.88,121.49,526.49,597.21,25.34
20.54,101.89,578.77,514.53,20.69
20.39,111.03,586.48,504.52,21.25
20.68,93.75,500.41,531.25,22.16
20.01,128.19,501.5,539.5,20.76
20.24,123.77,569.31,504.7,44.57
20.51,107.49,595.62,505.87,19.87
20.74,126.91,581.27,516.16,21.85
20.68,104.49,501.5,504.69,29.44
20.93,90.05,548.19,555.21,40.69
20.3,92.74,581.4,556.22,22.22
20.05,129.26,516.18,546.35,23.36
20.15,122.11,576.34,553.18,18.95
20.39,124.8,578.96,526.89,28.84
20.53,92.49,558.52,512.16,25.53
20.59,110.0,571.14,546.65,24.04
20.49,111.68,516.15,587.21,23.02
20.69,123.34,553.47,503.54,47.63
20.72,96.68,540.18,504.76,24.89
20.05,112.69,571.16,519.52,42.21
20.56,117.78,557.82,543.28,26.52
20.56,102.86,506.42,551.12,20.99
20.78,116.39,599.23,501.3,25.56
20.02,92.98,520.38,565.87,21.8
20.62,100.57,591.83,559.02,21.27
20.25,90.99,509.63,536.54,29.91
