Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.04,113.22,810.3,823.07,43.04
20.12,125.95,828.54,848.33,28.69
20.73,90.26,811.45,800.04,18.69
20.54,99.82,825.78,821.04,18.62
20.85,118.8,848.35,846.43,26.59
20.63,98.78,800.95,848.22,23.56
20.66,106.38,842.29,823.55,28.55
20.92,104.96,805.12,810.9,41.63
20.19,95.27,828.55,822.55,22.24
20.4,115.85,837.23,816.26,20.13
20.8,111.71,812.06,846.28,24.09
20.25,120.34,836.5,847.15,26.86
20.78,124.03,837.33,802.44,18.03
20.78,127.97,820.6,837.64,25.69
20.94,121.12,836.99,815.64,36.9
20.8,111.92,833.96,838.34,39.49
20.47,108.09,840.92,846.07,20.91
20.17,107.92,835.97,805.66,18.43
20.2,115.65,833.94,810.64,20.9
20.83,96.17,828.06,801.09,36.75
20.48,92.25,849.73,820.14,25.77
20.51,108.28,826.64,844.78,20.65
20.43,105.87,845.4,827.63,38.82
20.93,113.0,812.07,816.85,28.74
20.72,108.58,848.64,827.09,39.15
20.01,98.95,829.08,802.4,26.83
20.01,109.8,841.73,817.63,36.14
20.38,116.91,808.0,802.84,19.85
20.87,106.06,847.69,811.44,21.18
20.01,94.93,821.89,805.43,19.07
20.89,123.35,820.37,802.73,23.99
20.42,120.72,817.39,822.86,28.23
