Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.76,99.9,543.37,500.76,39.81
20.99,111.75,561.58,599.0,22.72
20.76,125.06,555.48,573.87,19.21
20.51,103.17,577.45,537.11,43.92
20.77,116.14,599.91,522.41,26.01
20.11,113.55,506.83,547.66,24.2
20.18,101.13,564.05,520.14,18.42
20.54,91.2,541.39,508.24,22.51
21.0,108.06,535.98,541.25,20.08
20.69,110.18,519.69,556.97,23.36
20.09,128.74,544.28,562.38,21.77
20.24,92.24,537.56,563.86,25.66
20.5,108.28,595.43,591.7,38.19
20.15,102.65,511.39,550.23,43.05
20.86,92.59,519.72,516.84,37.35
20.43,98.48,535.6,575.25,18.61
20.12,116.95,578.08,512.44,29.77
20.94,115.15,543.46,533.62,22.97
20.93,129.9,563.57,531.43,22.68
20.2,97.39,517.6,512.23,24.15
20.64,98.17,534.22,543.19,37.45
20.5,94.62,548.85,519.74,40.85
20.55,116.04,582.3,524.34,25.54
20.91,113.2,502.84,584.91,26.75
