Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.8,105.32,545.78,833.98,21.97
25.73,107.89,564.98,816.88,21.24
25.19,126.96,515.84,832.99,27.61
25.22,109.84,550.92,818.05,43.92
25.74,115.5,512.98,825.42,25.44
25.95,120.53,518.65,814.39,43.47
25.21,126.03,556.26,831.76,25.73
25.49,127.89,511.3,842.62,19.55
25.74,91.43,521.35,842.87,26.79
25.33,98.01,580.37,834.67,28.2
25.65,127.74,588.39,805.32,19.85
25.5,91.82,570.01,818.9,23.44
25.94,100.27,544.69,802.7,25.89
25.88,118.79,504.14,844.55,29.58
25.9,90.07,509.27,829.3,36.07
25.19,115.55,515.99,821.66,28.61
25.99,97.36,511.87,819.56,29.68
25.28,119.2,568.56,827.23,28.38
25.77,123.57,568.59,823.36,21.39
25.01,96.66,525.56,841.18,25.12
25.26,111.58,567.95,849.37,44.13
25.07,110.81,545.82,835.87,28.91
