Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.82,128.36,815.63,811.92,24.94
25.48,126.96,825.06,819.21,46.29
25.58,110.83,810.58,822.46,40.9
25.0,123.37,823.1,829.23,26.12
25.71,121.89,812.47,838.37,20.56
25.53,114.8,819.28,820.45,24.84
25.82,108.18,814.84,828.73,21.12
25.58,119.03,818.73,825.75,28.61
25.5,121.82,806.99,827.65,25.83
25.88,119.01,815.01,807.16,21.91
25.53,117.23,807.74,808.91,24.19
25.58,98.3,822.6,840.14,39.44
25.71,104.27,843.04,832.15,24.73
25.83,114.42,837.46,804.56,19.24
25.38,113.06,806.98,846.33,45.67
25.15,128.35,848.37,814.31,27.96
25.46,125.88,829.08,848.84,28.51
25.95,115.38,804.48,806.78,25.43
25.12,98.51,814.67,800.19,18.46
25.54,93.95,815.87,840.29,26.95
25.83,108.64,826.25,817.93,28.11
25.34,126.92,809.97,840.67,26.67
25.32,125.48,841.43,808.23,26.76
