Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.22,111.73,587.14,597.82,39.55
20.03,105.54,513.64,526.45,26.96
20.64,97.59,549.91,546.73,20.22
20.67,129.61,590.79,516.55,19.85
20.41,90.07,535.42,538.4,27.56
20.02,125.06,521.86,591.85,19.05
20.56,108.92,576.23,509.76,20.99
20.26,125.19,523.08,564.61,38.73
20.66,91.07,518.52,580.39,29.2
20.79,99.57,500.39,546.67,19.99
20.18,124.92,575.87,583.24,45.48
20.87,114.04,541.78,502.63,26.39
20.14,97.72,565.99,544.21,42.67
20.7,90.34,525.8,539.02,21.5
20.87,101.94,563.27,575.53,29.11
20.29,116.47,537.89,594.93,25.29
20.49,105.62,562.25,520.01,38.12
20.9,113.76,586.14,537.38,38.24
20.5,124.7,501.26,595.56,25.7
20.28,119.66,549.64,556.89,45.97
20.99,111.06,592.39,593.28,23.42
20.68,110.38,511.07,511.09,27.62
20.87,117.82,596.04,577.63,20.43
20.91,126.9,540.97,525.99,26.51
20.91,99.95,530.55,560.05,29.8
20.03,124.2,535.51,560.73,41.31
20.6,97.9,561.84,597.57,27.41
20.99,107.08,541.15,507.83,19.2
20.92,90.7,521.67,542.53,18.45
20.27,101.96,538.99,515.7,29.46
20.76,92.12,560.23,565.25,23.43
20.14,105.73,523.74,580.22,38.54
20.77,129.24,564.06,507.61,21.43
20.94,94.41,504.01,580.48,20.71
20.46,115.49,505.44,580.68,45.37
20.39,129.26,584.26,585.03,21.25
20.26,126.68,534.73,532.26,20.5
20.64,121.58,593.68,544.95,28.68
20.95,114.07,587.08,543.47,24.2
20.21,97.39,545.24,521.62,27.18
20.27,105.02,553.31,514.82,46.08
20.49,126.85,564.31,514.09,18.03
20.76,99.09,565.07,584.47,42.23
20.34,102.4,502.48,580.37,28.08
20.71,96.93,528.84,584.91,21.45
