Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.32,160.74,592.59,533.13,37.2
20.83,166.02,509.82,553.6,23.57
20.82,161.81,514.93,510.97,45.06
20.16,169.67,552.5,595.65,27.13
20.31,162.72,507.41,528.29,18.45
20.75,167.13,516.79,597.99,23.64
20.09,168.6,522.0,551.21,21.36
20.83,167.63,586.19,572.69,26.15
20.72,160.06,524.24,563.14,19.84
20.07,160.79,576.61,585.33,21.66
20.61,167.85,512.19,577.84,21.17
20.96,160.89,512.61,520.73,21.33
20.67,169.09,572.95,578.94,19.92
20.72,163.48,593.64,560.05,18.93
20.73,165.75,577.84,558.08,19.36
20.9,166.84,569.45,561.54,25.26
20.88,164.16,592.85,545.77,46.78
20.32,164.21,579.07,567.68,23.69
20.86,169.71,505.64,528.85,22.97
20.38,164.13,597.3,590.79,40.36
20.18,163.72,524.11,509.32,20.26
20.2,167.61,521.74,581.45,44.17
