Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.17,91.89,534.96,820.13,22.04
25.45,90.16,581.45,831.2,29.71
25.26,114.43,574.62,827.9,19.92
25.3,116.93,557.65,823.82,44.89
25.04,103.36,519.9,826.45,19.5
25.02,117.13,567.94,849.07,40.58
25.57,115.47,526.12,830.62,27.18
25.85,126.25,532.61,810.48,20.35
25.07,106.11,506.15,834.43,20.87
25.29,122.67,590.52,841.73,22.31
25.25,126.34,561.14,837.97,23.74
25.18,103.16,532.55,824.33,25.51
25.66,94.75,529.09,831.66,29.24
25.02,110.86,518.58,803.26,20.06
