Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.26,116.81,834.84,552.02,27.12
20.68,96.22,809.17,540.01,28.81
20.23,117.13,835.17,550.58,26.05
20.06,123.96,802.81,523.99,28.6
20.12,119.54,820.32,598.44,41.17
20.47,103.51,837.92,580.77,19.74
20.49,129.74,841.72,510.31,44.1
20.45,99.49,826.15,592.82,18.44
20.52,126.47,839.91,521.08,22.04
20.77,99.0,811.72,527.16,41.8
20.23,102.02,810.59,592.73,27.29
20.05,121.21,802.67,510.23,22.78
20.67,121.35,809.93,531.38,45.66
20.23,124.24,826.33,575.79,21.06
20.44,118.6,847.91,567.88,24.31
20.97,91.41,834.0,535.36,20.73
20.51,124.66,811.51,540.72,27.18
20.55,110.38,831.86,577.98,40.45
20.15,108.23,806.23,510.85,24.37
20.62,126.28,801.3,596.15,22.82
20.46,98.56,837.81,545.55,27.12
20.3,101.24,829.73,512.37,41.9
20.71,128.24,837.77,541.4,20.47
20.97,114.99,823.83,511.21,26.29
20.69,113.65,849.27,574.52,19.9
20.02,126.42,811.59,573.42,21.97
20.66,109.18,817.98,505.81,18.12
20.36,109.51,843.72,593.01,21.86
20.08,118.02,840.23,527.16,28.88
20.82,121.17,812.28,530.99,20.44
20.37,127.34,848.88,565.52,23.5
