Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.64,101.73,569.48,556.18,20.06
20.42,99.3,589.93,543.39,20.41
20.72,95.81,543.44,551.63,38.43
20.09,123.83,577.38,505.18,28.18
20.01,91.11,503.2,552.46,19.83
20.49,97.07,595.04,579.8,29.14
20.27,93.72,539.38,586.48,46.49
20.04,118.08,597.52,563.26,41.21
20.67,125.84,542.05,541.25,22.1
20.67,93.36,577.71,525.42,44.85
20.83,117.23,568.57,550.31,21.44
20.0,105.65,502.79,526.07,28.31
20.48,97.94,539.46,538.36,18.64
20.97,122.0,536.26,511.62,26.75
20.68,96.36,592.6,528.02,25.99
20.21,120.97,555.44,590.31,37.32
20.68,105.94,579.13,550.51,29.97
20.72,103.6,560.18,530.33,19.37
20.91,129.45,562.84,590.97,40.51
20.28,128.82,563.38,514.31,19.99
20.7,103.66,538.77,525.9,21.35
20.45,95.37,564.53,591.61,24.23
20.25,129.38,558.85,550.52,28.02
20.31,115.39,558.5,592.87,27.97
20.84,115.05,549.44,568.72,18.47
20.01,112.33,579.75,574.57,26.88
20.42,118.82,559.11,573.13,19.11
20.01,112.71,557.42,519.54,18.06
20.84,101.92,557.92,585.34,25.41
20.65,129.59,546.67,503.99,18.08
20.7,125.38,551.32,509.97,18.31
20.03,98.26,526.93,578.25,27.51
20.28,97.96,546.24,582.35,19.88
20.07,100.06,517.08,587.36,26.31
20.21,123.14,566.82,548.63,28.86
20.55,96.05,563.29,526.51,23.35
20.91,93.95,544.3,550.94,25.91
20.97,98.19,551.48,522.63,22.94
20.59,129.5,541.75,597.72,22.92
20.51,93.3,598.64,578.16,20.5
20.29,96.11,576.97,512.0,26.12
20.61,129.89,580.77,557.31,22.08
20.35,114.28,520.91,568.3,26.61
20.82,102.83,581.6,533.71,23.03
20.7,104.16,546.9,541.24,26.02
20.88,127.26,588.17,595.08,28.42
20.16,125.01,546.05,518.6,18.05
20.95,95.09,564.36,590.39,22.14
20.59,124.75,561.36,546.7,29.56
20.31,92.59,591.56,507.97,18.04
20.72,108.53,551.42,596.77,21.88
20.09,111.1,514.32,581.57,19.79
20.26,93.07,566.63,506.52,22.68
20.45,116.3,565.7,597.27,19.04
20.38,105.42,573.83,576.18,19.99
