Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.78,106.6,529.5,502.46,27.18
25.07,108.18,592.34,585.28,27.04
25.71,118.11,515.04,564.5,25.49
25.64,123.9,552.85,557.47,19.16
25.94,123.65,565.99,551.32,25.8
25.1,115.66,559.71,589.4,21.53
25.9,110.07,507.71,576.51,23.95
25.35,108.6,504.88,520.24,20.88
25.71,95.74,530.78,576.72,26.9
25.81,116.12,531.0,582.98,45.41
25.21,94.7,508.63,598.7,22.62
25.8,111.6,505.77,596.11,27.42
25.6,91.75,549.47,573.83,26.19
25.58,96.21,570.01,520.09,29.45
25.54,116.49,558.91,504.31,25.63
25.27,104.34,500.73,532.01,36.96
25.1,115.14,547.63,516.09,18.45
25.45,109.98,562.88,521.47,37.56
25.17,122.4,534.76,570.41,22.01
25.23,101.42,598.36,532.25,22.6
25.19,121.62,508.55,555.16,28.16
25.35,92.72,512.31,598.55,27.24
25.68,109.29,573.75,578.61,25.58
25.17,104.77,559.71,526.69,27.62
25.67,114.41,592.46,504.77,27.02
25.32,119.77,522.15,504.27,27.58
25.33,100.81,595.83,564.49,39.24
25.49,101.23,561.62,548.0,25.15
25.16,115.75,505.1,545.39,25.27
