Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.47,108.69,525.54,508.16,19.4
20.09,95.06,556.41,554.15,39.62
20.44,121.94,542.71,522.46,25.47
20.06,99.32,513.82,527.03,22.92
20.33,100.2,581.73,515.1,18.13
20.47,126.13,534.88,506.75,25.3
20.56,100.59,582.58,588.49,36.96
20.94,100.57,572.62,527.73,19.7
20.99,121.11,502.77,535.86,18.28
20.58,112.96,585.21,523.47,29.96
20.59,101.68,537.69,558.14,21.57
20.68,91.38,556.51,595.84,25.75
20.03,106.64,517.22,542.74,19.7
20.73,118.29,507.07,553.49,25.93
20.38,95.06,591.07,553.11,18.67
20.98,100.66,584.19,577.03,27.26
20.24,113.9,502.68,570.75,27.56
20.79,109.13,567.98,562.24,27.31
20.2,116.32,590.28,580.47,27.69
20.5,116.54,571.52,562.83,26.73
20.29,95.52,572.5,544.16,22.04
20.58,127.25,507.08,530.71,26.63
20.23,124.33,523.77,509.14,19.79
20.75,97.03,554.71,544.68,43.53
21.0,114.49,577.47,535.19,20.0
20.56,113.84,598.82,518.66,18.37
20.31,106.83,554.84,567.25,26.74
20.69,98.96,528.88,515.56,25.78
20.84,108.75,593.77,553.9,29.3
20.5,118.51,572.68,570.85,27.95
20.47,105.11,596.75,537.45,24.3
20.07,110.06,547.73,584.74,27.63
20.75,111.85,515.0,527.57,19.53
20.97,102.23,543.87,542.11,25.47
20.44,128.42,545.11,501.42,42.58
20.87,120.36,527.71,590.92,29.0
20.29,93.97,511.95,583.5,22.86
20.86,90.76,547.62,507.37,24.05
20.2,94.11,597.22,542.57,22.44
20.51,105.57,560.33,533.96,20.62
20.56,122.22,549.35,568.26,18.43
20.88,127.13,572.06,558.17,23.02
20.04,119.59,553.54,549.7,19.39
20.4,123.9,579.29,541.69,26.51
20.93,103.69,573.77,558.35,45.8
