Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.06,129.17,534.21,559.27,41.61
20.41,98.37,555.81,594.82,26.49
20.97,125.55,555.86,538.31,21.18
20.72,91.63,586.43,555.34,36.03
20.14,122.77,534.73,508.96,25.82
20.44,120.73,524.1,528.61,26.56
20.88,100.94,549.03,590.06,22.78
20.51,106.56,591.98,505.66,18.6
20.58,110.86,572.3,518.1,23.17
20.2,120.25,595.99,515.39,18.94
20.89,129.38,530.23,552.98,18.93
20.5,94.41,547.14,543.72,46.22
20.47,93.92,514.53,524.63,18.82
20.73,102.44,517.69,582.95,42.58
20.53,96.89,529.11,541.63,20.85
20.14,125.93,580.7,529.34,39.16
20.1,98.24,591.27,530.53,22.42
20.0,122.25,520.08,570.11,21.39
20.79,106.15,590.24,581.88,24.45
20.51,114.01,558.98,513.12,45.52
20.9,106.09,551.99,590.78,28.85
20.19,113.89,537.68,507.85,21.45
20.35,116.75,569.92,509.49,26.26
20.44,105.57,584.29,522.77,27.73
20.11,102.17,565.23,549.77,21.07
20.69,115.03,586.17,585.31,20.94
20.62,121.05,527.79,531.55,18.94
20.19,103.99,569.0,598.17,21.33
20.37,128.77,543.07,500.78,20.12
20.49,97.56,591.79,567.83,38.88
20.97,117.63,588.91,575.42,39.96
20.33,90.04,540.54,593.46,18.66
20.14,112.77,538.22,510.72,26.31
20.08,121.69,561.91,504.08,27.58
20.14,97.18,500.58,506.17,40.46
20.33,103.94,508.68,545.85,24.0
20.04,90.84,575.24,536.22,19.66
20.21,122.72,592.67,561.22,20.01
20.26,110.21,581.26,574.89,29.91
20.52,112.57,581.58,574.06,42.7
20.29,107.58,561.21,573.59,20.88
20.76,102.52,575.61,548.21,38.93
20.82,100.34,536.23,529.73,27.22
20.34,102.59,581.29,591.1,36.02
20.56,108.23,571.24,578.81,38.91
20.72,91.69,506.29,595.2,18.98
20.87,123.55,585.08,564.2,21.28
20.05,98.31,522.12,563.91,19.42
20.59,93.27,543.91,596.07,47.93
20.1,99.12,591.93,549.55,18.21
20.46,114.97,514.23,556.59,18.7
