Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.91,119.85,528.72,543.75,43.06
20.66,100.01,546.89,566.85,18.45
20.02,102.4,586.48,552.74,22.69
20.59,108.32,512.79,510.61,28.99
20.52,120.04,543.38,538.84,28.22
20.7,121.75,593.94,521.98,27.96
20.22,125.16,504.82,594.89,27.46
20.96,104.89,568.84,540.73,27.6
20.85,105.05,548.2,518.98,23.69
20.38,91.69,579.63,566.45,29.63
20.75,101.74,587.04,580.17,21.99
20.48,96.66,566.35,579.02,26.91
20.28,112.7,548.13,590.92,47.3
20.94,93.29,519.98,554.99,36.68
20.98,122.38,532.57,582.82,23.02
20.87,94.41,514.57,550.31,26.02
20.12,118.61,590.55,586.73,26.12
20.13,124.45,548.13,567.63,20.27
20.28,102.36,535.81,557.5,20.18
20.83,106.46,534.01,554.94,43.32
20.02,102.8,513.67,535.39,20.75
20.15,107.44,579.21,526.25,19.73
20.24,92.59,553.14,577.77,19.01
20.61,100.6,555.56,553.64,46.0
20.15,118.5,526.13,515.7,22.13
20.29,123.83,508.89,592.75,28.17
20.39,108.89,508.99,523.48,28.96
20.11,101.73,524.08,562.24,24.02
20.64,123.54,569.25,532.07,29.95
20.49,95.98,542.31,546.3,20.47
20.53,90.76,588.85,554.2,25.56
20.44,117.3,539.56,587.53,19.07
20.09,90.81,536.71,544.25,29.47
20.35,104.05,527.06,595.81,43.67
20.36,122.54,586.92,514.73,46.06
20.15,94.99,561.4,562.14,25.22
20.65,103.4,569.96,534.9,38.83
20.3,124.81,597.55,583.33,25.86
20.14,110.01,534.29,517.65,27.11
20.46,122.95,594.07,517.06,21.58
20.5,127.47,508.82,559.39,24.72
20.7,104.25,587.76,539.48,29.4
20.49,121.52,507.59,582.59,24.93
20.92,122.55,551.28,587.91,22.87
20.93,101.55,531.92,594.5,46.54
20.39,118.75,552.12,523.03,27.62
21.0,128.31,544.42,580.77,19.87
20.45,99.62,504.87,575.88,22.37
20.22,125.65,510.08,577.59,25.22
20.98,101.06,518.68,569.67,19.52
20.87,122.91,547.42,513.87,18.74
20.39,112.77,575.58,540.26,23.18
