Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.92,120.16,522.63,565.07,21.43
20.22,97.02,578.19,537.26,25.93
20.53,121.06,594.26,516.44,45.84
20.49,117.89,531.32,585.17,24.36
21.0,94.19,589.34,517.33,36.02
20.59,105.09,546.6,555.13,39.3
20.4,115.72,505.81,553.03,18.7
20.41,105.99,552.67,581.75,24.25
20.16,117.92,544.13,591.79,21.13
20.14,127.78,501.33,591.42,18.95
20.36,119.23,533.11,566.74,21.5
20.88,107.29,538.0,579.03,44.03
20.12,113.62,572.82,536.82,37.06
20.01,107.18,542.13,593.91,29.41
20.76,105.72,535.13,519.73,19.03
20.07,116.66,554.55,509.26,26.62
20.68,126.38,553.01,555.76,26.45
20.64,112.6,538.52,536.36,19.17
20.39,120.74,585.42,524.6,21.44
20.97,109.64,594.0,510.32,19.97
20.96,116.7,562.43,545.4,23.47
20.01,95.47,564.32,537.59,18.17
20.89,112.16,582.19,553.59,21.53
20.59,129.35,511.09,535.51,24.32
20.55,127.65,593.88,546.09,24.64
20.83,114.74,512.35,540.97,27.32
20.36,129.5,594.12,521.21,41.94
20.26,115.81,547.64,500.24,25.38
20.55,111.97,552.97,555.54,26.2
20.76,90.99,532.89,526.96,27.08
20.54,109.25,593.97,584.68,27.83
20.75,112.03,515.69,583.17,25.27
20.69,98.86,504.81,542.82,23.79
20.77,101.06,518.69,565.65,24.27
20.31,99.33,564.41,502.73,47.52
20.92,90.86,512.86,522.9,29.19
20.4,127.87,547.19,549.75,29.32
