Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.6,125.36,554.76,826.91,18.76
20.04,129.7,505.43,825.85,25.11
20.05,128.84,576.55,831.96,19.27
20.36,103.38,575.98,802.59,23.85
20.41,92.98,581.24,825.35,26.86
20.75,99.41,563.94,847.55,24.22
20.94,114.35,548.67,810.91,18.12
20.83,116.03,568.82,824.12,28.45
20.96,99.67,523.65,809.29,28.85
20.83,107.44,530.07,834.23,25.28
20.87,116.82,581.09,803.3,25.13
20.99,103.4,543.91,826.27,27.72
20.16,92.56,582.38,820.13,22.74
20.1,108.1,531.15,813.05,24.98
20.87,119.18,574.85,837.85,36.37
20.39,100.32,584.58,849.03,18.94
20.31,110.76,545.4,815.97,19.49
20.56,117.41,537.31,801.67,22.17
20.31,98.44,532.55,832.43,23.09
20.48,129.23,567.46,837.52,26.21
20.54,94.59,582.9,829.05,24.93
20.3,117.29,504.5,805.64,38.72
20.65,102.05,555.42,812.02,22.54
20.01,118.89,569.64,816.72,21.38
20.17,101.11,542.25,835.63,22.52
20.97,99.54,533.81,801.59,38.13
20.38,105.43,524.65,819.28,41.42
20.23,110.04,572.27,838.87,24.32
20.82,121.01,530.82,800.14,21.11
20.59,94.29,536.67,816.09,26.0
20.16,102.2,567.24,802.08,28.72
20.35,123.9,507.53,811.23,21.07
20.08,129.84,576.85,808.69,20.93
20.79,122.1,574.1,812.71,21.92
20.68,98.29,568.77,842.85,18.07
20.35,106.59,554.25,829.55,27.2
20.34,98.67,509.97,801.03,24.22
20.73,102.65,517.9,849.6,27.01
20.93,106.13,571.42,819.1,40.51
20.54,96.81,511.65,843.54,25.99
20.37,105.76,504.56,807.19,28.47
20.85,118.84,567.07,842.6,26.1
20.33,124.99,556.96,802.83,25.12
20.91,128.86,550.08,814.96,40.9
20.29,98.08,593.84,816.99,23.74
