Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.61,103.89,556.13,516.33,20.09
20.94,116.4,537.66,577.15,28.93
20.18,114.32,534.02,552.13,29.45
20.85,105.93,535.76,564.9,23.46
20.32,119.19,525.04,551.58,43.11
20.42,95.96,542.47,558.79,28.9
20.43,91.48,550.1,503.5,27.69
20.06,105.61,543.11,564.24,26.07
20.69,95.66,524.92,514.76,28.47
20.37,101.73,574.82,578.53,28.78
20.8,120.36,523.32,509.46,21.1
20.12,106.14,500.93,599.64,25.03
20.95,121.41,574.62,572.62,23.18
20.92,106.31,594.19,524.59,28.49
20.66,125.75,537.7,550.78,21.36
20.22,103.55,579.58,584.1,22.42
20.59,96.12,571.54,517.65,45.49
20.72,119.02,536.81,532.82,20.46
20.27,103.49,527.47,517.27,28.9
20.84,100.56,511.91,550.94,47.83
20.59,99.09,526.61,581.62,25.02
20.04,128.52,514.46,554.56,23.48
20.41,107.21,570.94,548.69,46.96
20.13,100.03,564.48,522.22,20.57
20.21,112.59,596.67,554.32,18.43
20.48,110.05,516.86,500.26,29.71
20.32,110.17,532.92,591.01,18.27
20.52,112.47,582.18,567.6,24.53
20.23,94.93,501.73,566.73,25.93
20.58,116.29,533.79,590.93,28.78
20.63,107.07,542.11,571.76,19.96
20.48,129.98,582.78,543.72,20.95
20.75,106.62,554.31,521.84,29.29
20.79,94.83,516.49,595.08,21.73
20.07,98.07,541.27,553.21,18.87
20.34,123.36,593.98,546.43,21.09
20.94,112.95,593.04,561.39,21.71
20.19,123.48,564.15,517.73,24.6
20.07,105.79,547.43,527.87,20.03
20.62,104.46,575.26,564.94,18.42
20.71,104.16,566.74,554.95,19.02
20.5,121.01,564.54,548.85,45.26
20.09,97.15,544.29,578.25,23.22
20.32,128.65,515.89,536.23,25.37
20.88,115.61,539.52,591.57,28.04
20.55,98.87,584.57,543.99,25.84
