Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.23,97.92,578.77,556.42,21.52
20.38,111.67,502.72,576.47,22.97
20.35,118.93,588.81,554.02,28.19
20.4,93.62,515.62,569.12,43.92
20.48,98.78,565.19,566.1,40.24
20.52,125.28,598.47,571.54,18.83
20.68,95.74,591.72,594.84,21.11
20.75,104.06,517.47,589.3,23.39
20.73,100.47,573.06,502.85,42.16
20.52,101.9,544.3,512.06,27.46
20.9,121.55,525.11,545.18,20.57
20.41,102.17,534.68,500.2,27.82
20.03,128.85,552.77,521.96,22.48
20.23,113.99,547.27,558.38,21.79
20.92,121.77,570.6,526.31,44.67
20.76,103.35,559.35,528.93,27.63
20.24,93.37,569.41,569.53,22.97
20.5,122.79,546.91,586.03,23.45
20.64,96.57,527.26,588.71,27.31
20.11,116.95,503.71,533.38,24.42
20.8,118.2,558.85,574.43,22.79
20.52,116.94,572.21,576.93,26.59
20.92,118.82,563.41,538.45,29.2
20.89,107.84,558.23,570.85,19.9
20.99,122.39,572.02,587.61,36.86
20.28,109.58,514.16,531.26,41.4
20.06,120.74,525.31,534.22,26.98
20.31,93.9,500.56,521.48,21.0
20.11,108.8,545.02,526.9,45.68
20.16,95.93,580.38,567.16,24.09
