Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.11,122.78,569.16,815.55,20.21
20.31,114.78,588.12,828.0,39.79
20.41,126.49,560.37,838.36,21.29
20.31,95.35,582.11,805.37,42.59
20.86,119.54,512.97,831.55,23.87
20.3,124.26,552.73,811.24,29.06
20.03,122.55,578.99,812.15,28.44
20.65,119.29,566.85,802.51,44.6
20.49,90.89,541.45,810.65,19.95
20.02,96.17,519.78,815.34,26.21
20.06,92.55,546.66,840.2,27.79
20.76,96.4,542.19,847.81,29.16
20.37,107.97,570.88,808.05,36.6
20.65,115.1,559.95,808.2,27.16
20.68,109.76,523.48,801.39,24.6
20.94,105.44,529.87,836.21,25.7
20.38,128.62,513.41,847.71,36.19
20.78,126.62,564.4,837.58,24.39
20.25,102.69,598.09,807.81,19.69
20.31,107.24,535.1,808.7,22.59
20.11,118.17,540.67,806.82,29.94
20.59,122.0,556.96,825.42,25.96
20.09,95.12,589.4,841.51,23.35
20.69,114.66,557.97,846.93,28.38
20.57,100.8,513.19,802.15,19.44
20.64,96.74,506.47,825.28,27.21
20.07,108.9,570.32,848.96,40.7
20.17,115.35,571.19,801.03,29.92
20.68,100.72,565.47,815.07,39.09
20.27,112.63,560.32,835.34,25.65
20.54,117.76,593.77,842.38,20.09
20.4,102.0,505.81,815.23,29.65
20.6,101.74,575.57,839.13,23.7
20.29,109.55,560.45,816.47,47.26
20.24,127.61,500.51,811.13,20.2
20.51,100.45,592.77,803.57,29.8
20.45,120.49,576.36,836.65,27.67
20.63,119.8,533.76,822.64,26.65
20.14,92.29,503.32,839.13,25.5
20.75,109.11,512.21,805.22,47.72
20.92,125.51,597.22,836.72,45.93
20.12,122.87,547.77,830.78,28.03
