Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.27,104.57,588.99,535.17,20.9
20.43,122.4,540.6,535.54,28.92
20.47,99.87,508.67,546.89,24.87
20.69,109.88,502.75,596.06,19.59
20.12,124.43,594.61,574.7,18.71
20.19,106.06,596.16,572.64,24.43
20.75,94.14,535.57,578.87,18.49
20.55,117.47,538.98,579.34,22.9
20.75,112.29,509.6,501.8,44.89
20.49,91.85,565.61,507.95,22.49
20.27,123.27,576.64,572.28,29.31
20.38,114.65,521.0,506.56,21.03
20.58,126.42,589.49,556.15,19.62
20.93,99.67,536.12,574.19,24.99
20.14,118.59,579.8,585.13,24.97
20.71,102.7,569.59,530.75,23.48
20.99,98.24,593.71,522.37,23.98
20.64,92.48,570.21,595.16,18.57
20.1,102.14,508.13,524.68,22.19
20.92,106.02,576.92,519.7,22.53
20.25,98.03,572.97,537.25,28.74
20.63,105.42,584.47,525.43,22.43
20.83,110.52,538.57,540.06,24.55
20.72,99.15,568.55,557.53,28.53
20.87,90.2,515.15,557.61,26.58
20.8,103.67,550.68,525.41,38.17
20.49,110.94,592.89,529.85,23.64
20.56,108.8,561.09,509.58,44.01
20.7,129.41,570.29,532.52,45.13
20.25,118.79,532.98,504.58,18.31
20.55,90.79,579.7,570.24,19.9
20.34,105.99,582.51,571.72,28.35
20.51,124.22,542.44,516.25,20.87
20.62,128.9,506.42,521.3,25.5
20.52,115.38,578.02,583.62,26.74
20.3,111.96,525.5,572.97,40.39
