Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.71,164.17,532.39,828.42,29.27
20.34,165.22,578.79,848.2,43.78
20.18,167.17,550.32,825.18,25.84
20.14,166.32,535.83,824.31,25.96
20.34,162.59,538.46,846.18,22.45
20.36,160.49,513.19,818.68,29.32
20.92,161.23,565.35,849.48,26.44
20.45,169.83,569.4,809.67,25.17
20.42,167.88,535.23,808.97,25.76
20.91,166.84,511.51,846.46,38.08
20.35,169.57,526.08,849.95,23.27
20.02,167.83,581.92,848.01,26.6
20.55,165.05,508.27,800.27,28.61
20.35,168.66,530.08,834.74,22.8
21.0,168.49,559.26,827.27,20.68
20.85,166.14,570.86,803.24,24.11
20.74,161.01,528.74,826.38,36.64
20.32,167.11,557.59,831.9,23.5
20.77,165.86,577.96,819.57,39.13
20.93,167.51,548.19,841.57,26.27
20.23,165.67,508.02,834.28,45.74
20.2,161.65,506.52,812.94,23.52
