Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.15,167.23,593.74,503.81,19.38
20.65,169.94,540.29,532.41,29.08
20.13,166.09,571.51,524.42,46.04
20.5,166.51,506.67,593.75,28.21
20.57,168.67,588.9,509.71,18.26
20.41,163.54,568.0,520.92,28.35
20.38,167.79,575.67,548.29,39.99
20.0,162.44,548.28,574.44,26.23
20.81,165.92,505.14,586.17,26.76
20.52,168.12,581.04,587.69,21.79
20.04,162.49,593.51,580.63,18.47
20.6,169.27,529.69,542.29,45.79
20.72,163.33,545.4,588.87,20.16
20.38,161.7,520.26,594.43,45.95
20.89,163.37,590.74,598.91,29.85
20.02,164.02,552.09,545.2,46.65
20.6,165.1,577.01,571.67,25.95
20.75,161.47,586.72,581.47,20.01
20.48,169.32,524.12,561.58,47.41
20.11,168.02,562.71,585.59,20.31
20.14,163.63,584.53,554.67,23.89
20.8,165.9,546.0,594.71,42.33
20.41,167.06,575.66,501.29,27.62
20.56,162.31,504.01,561.02,42.12
20.27,162.59,558.93,587.91,28.06
20.76,168.81,512.7,503.68,29.86
20.74,166.47,554.74,589.04,46.8
20.28,163.86,571.74,589.25,20.5
20.32,169.62,504.42,573.8,26.31
20.67,168.54,544.2,504.93,21.35
20.66,166.88,515.1,578.81,46.01
20.28,165.93,557.86,581.11,21.01
20.38,163.26,599.04,545.69,36.85
20.0,161.9,514.97,504.92,22.1
20.44,167.77,508.87,515.94,26.99
20.67,164.12,555.03,502.61,39.28
20.23,167.7,555.31,548.31,26.64
20.65,160.37,595.48,586.95,40.9
20.68,164.28,591.99,512.54,22.92
20.97,163.57,515.57,533.23,23.86
20.87,168.25,511.68,527.15,24.56
20.77,163.97,573.58,581.26,29.03
20.81,167.13,570.71,556.63,29.22
20.54,163.91,503.51,562.79,22.24
20.58,164.18,515.81,564.02,43.61
20.19,167.65,541.42,507.01,21.88
20.11,167.69,561.94,556.24,37.33
20.42,168.23,515.49,516.39,26.0
20.83,168.07,599.13,566.83,20.98
