Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.07,161.6,843.08,848.34,28.25
25.02,164.69,812.41,813.67,24.55
25.94,164.97,846.36,810.77,24.56
25.72,162.07,835.79,806.59,18.28
25.36,160.03,828.11,807.7,36.6
25.19,161.64,834.78,801.19,27.28
25.62,162.52,826.67,801.46,22.67
25.82,164.47,817.61,849.32,19.35
25.04,167.39,823.47,816.74,22.78
25.26,164.8,828.69,839.01,47.46
25.12,163.63,800.74,842.48,36.9
25.8,162.36,849.72,812.8,18.92
25.87,163.52,819.48,846.52,43.89
25.54,163.31,809.52,834.1,45.73
