Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.4,119.26,533.28,560.52,19.53
20.76,117.75,596.77,559.68,18.15
20.26,105.91,533.02,573.08,29.69
20.07,93.44,581.24,504.97,23.41
20.35,100.39,539.84,589.83,46.85
20.95,93.24,563.63,542.39,21.95
20.46,94.1,595.21,524.9,26.89
20.11,107.84,594.55,596.5,29.85
20.24,129.25,527.72,535.77,41.47
20.56,99.55,550.64,545.82,27.55
20.59,103.26,586.88,568.77,27.61
20.05,108.26,553.95,588.57,44.48
20.9,94.48,540.44,556.68,46.74
20.22,102.45,574.81,579.69,24.78
20.91,128.71,588.94,539.02,28.27
20.51,129.93,511.75,585.98,19.48
20.09,113.04,562.07,507.36,27.77
20.89,96.55,524.11,544.04,26.69
20.63,99.18,529.64,585.56,22.79
20.37,93.81,556.94,503.91,18.83
20.75,102.45,503.66,529.67,25.43
20.39,101.49,580.83,577.21,28.42
20.28,124.71,503.56,596.13,19.12
20.13,90.45,570.71,536.48,27.4
20.94,109.05,522.64,558.68,19.19
20.43,124.14,569.14,587.09,26.09
20.08,104.78,515.91,525.86,43.56
20.13,90.76,593.3,532.2,25.38
20.13,106.01,504.86,506.08,40.05
20.33,125.97,550.7,517.02,25.02
20.47,114.64,502.08,515.75,20.07
20.41,128.54,520.08,550.28,29.83
20.65,118.29,542.99,544.59,20.09
20.7,122.87,544.49,557.64,28.57
20.67,93.34,508.97,580.24,43.66
20.39,120.18,556.35,552.39,45.09
20.33,117.68,582.78,533.58,22.14
20.96,116.41,517.08,575.59,47.07
20.14,103.87,513.01,592.99,29.36
20.66,109.09,588.61,516.71,20.44
20.55,108.82,568.7,535.42,28.31
20.86,114.03,598.27,572.37,27.61
20.92,125.96,580.28,513.9,29.88
20.72,127.3,585.04,558.14,23.39
20.4,104.33,528.48,514.2,39.06
20.64,97.88,594.25,537.79,27.22
20.51,128.3,535.96,593.23,29.83
