Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.55,162.49,554.49,588.39,25.28
20.6,160.61,576.75,509.47,28.54
20.05,160.09,536.18,507.12,22.62
20.87,167.13,550.23,551.15,45.89
20.38,167.7,521.09,591.75,24.06
20.13,162.05,585.16,576.65,28.14
20.56,161.44,537.84,507.84,42.25
20.03,169.07,594.96,500.61,28.11
20.03,161.84,558.43,519.18,26.57
20.34,160.79,538.98,584.91,45.39
20.9,168.77,563.83,502.76,25.11
20.69,163.77,598.15,582.7,22.29
20.82,167.17,557.97,517.0,22.37
20.32,163.37,547.48,546.24,24.25
20.28,168.63,583.89,582.19,47.25
20.2,165.48,563.0,550.43,24.94
20.55,164.19,598.82,535.78,20.99
20.26,166.97,538.61,543.48,23.58
20.08,162.1,541.4,502.49,26.69
20.23,169.31,595.34,551.54,21.92
20.56,169.93,580.79,514.79,29.59
20.17,162.37,591.15,572.64,23.02
20.89,164.99,531.48,574.83,28.97
20.74,164.1,586.6,510.17,42.51
20.39,164.38,503.44,587.36,25.64
20.27,169.89,566.89,510.96,21.92
20.6,166.44,548.26,587.3,23.02
20.31,167.37,594.01,526.55,29.01
20.43,167.65,535.81,594.03,22.79
20.42,167.89,526.37,589.01,24.51
20.07,163.85,523.84,535.42,19.35
