Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.21,106.35,501.33,596.14,20.98
20.01,112.79,559.16,534.73,39.68
20.09,105.32,578.13,529.25,38.84
20.32,129.93,567.81,563.67,20.42
20.05,124.94,556.66,593.98,22.65
20.91,105.62,534.65,546.81,27.24
20.19,108.64,544.34,532.84,22.72
20.83,109.78,535.07,548.09,44.23
20.04,124.4,584.24,580.44,24.05
20.86,100.88,593.35,579.09,18.45
20.54,107.71,577.75,567.2,21.01
20.77,105.57,585.61,567.19,41.08
20.45,98.5,531.69,563.05,18.67
20.84,129.84,515.9,523.7,22.18
20.9,107.31,599.95,549.21,26.02
20.41,95.04,522.13,571.26,18.11
20.31,90.64,542.26,598.3,25.53
20.5,127.26,595.11,595.68,39.65
20.57,101.0,597.46,598.75,38.57
20.93,107.96,503.89,538.05,25.51
20.0,103.77,549.97,566.32,18.94
20.82,92.67,502.55,581.77,43.9
20.54,97.93,573.19,551.98,19.8
20.42,118.7,545.5,568.24,25.1
20.54,117.58,522.33,559.44,26.1
20.95,124.14,550.4,539.04,28.57
20.46,120.13,515.24,557.36,38.38
20.34,108.89,549.05,525.14,18.69
20.64,92.35,527.77,521.5,22.55
20.26,124.35,568.44,512.81,27.42
20.05,101.06,552.51,539.79,43.57
20.44,117.13,561.36,536.2,29.37
20.41,125.12,515.46,554.19,18.83
20.71,104.98,587.95,530.65,29.13
20.73,97.55,557.39,522.19,28.11
