Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.66,126.66,846.3,819.45,23.95
20.99,100.71,810.92,803.83,25.63
20.98,92.28,846.77,805.29,28.81
20.5,98.05,818.33,825.33,18.28
20.08,106.43,808.5,809.87,20.64
20.82,111.86,808.8,807.22,43.8
20.4,102.85,821.06,842.08,19.5
20.4,115.65,800.45,825.26,22.59
20.06,101.46,848.0,831.24,36.68
20.2,101.51,833.55,801.69,22.46
20.87,109.57,833.76,837.34,21.83
20.79,93.92,844.8,817.74,20.91
20.51,120.71,827.04,832.41,23.44
20.09,95.66,849.19,826.19,25.23
20.88,109.86,838.65,849.91,29.46
20.53,118.66,819.12,846.68,42.28
20.87,95.7,803.9,811.55,27.69
20.08,122.68,848.87,821.66,21.04
20.4,94.66,812.49,829.17,38.23
20.5,92.88,832.55,810.21,27.51
20.17,93.56,813.25,807.04,21.12
20.66,112.39,849.93,843.24,26.5
20.49,103.34,831.35,811.8,21.26
20.01,129.08,805.71,847.48,27.79
20.46,103.35,831.34,834.93,27.34
20.13,120.79,819.68,825.88,44.58
20.09,114.62,840.56,817.74,21.24
20.65,93.09,817.57,827.96,42.95
