Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.49,96.84,580.42,827.98,23.11
20.86,116.43,580.13,845.55,37.62
20.76,126.79,577.0,811.45,19.38
20.41,127.21,584.72,822.21,40.39
20.34,108.29,504.78,830.21,46.97
20.38,128.46,555.94,838.51,26.72
20.03,90.94,595.66,833.33,20.16
20.18,126.84,575.89,846.52,21.3
20.04,98.74,568.33,819.91,23.93
20.47,114.01,522.15,833.16,41.72
20.11,90.92,515.54,842.36,44.91
20.95,104.06,561.12,843.72,23.36
20.3,92.53,526.63,831.16,18.11
20.49,107.75,549.23,831.32,41.25
20.73,129.91,545.73,838.91,39.26
20.28,102.12,528.9,845.93,21.94
20.48,98.13,569.47,835.24,36.9
20.45,115.25,575.66,843.5,46.18
20.6,94.59,579.35,819.84,29.21
20.0,112.14,511.5,836.95,28.95
20.23,107.38,544.85,841.23,23.8
20.43,103.33,539.2,825.6,18.46
20.67,105.76,559.85,801.25,23.55
20.94,126.47,524.39,800.65,20.8
20.1,110.7,574.15,803.61,21.36
20.5,116.42,538.66,834.62,25.21
20.93,93.24,522.98,812.34,46.41
20.07,108.8,565.46,847.19,26.5
20.35,124.65,512.59,832.01,24.03
20.16,97.85,517.3,812.62,28.53
20.39,94.17,524.67,810.97,39.61
20.03,128.91,504.21,840.41,20.71
20.67,116.15,552.42,827.18,26.61
20.35,104.67,505.19,836.18,20.07
21.0,108.86,561.21,827.95,42.61
20.43,93.36,563.59,826.73,28.81
20.52,127.15,586.69,820.14,42.23
20.91,94.24,511.57,843.68,18.07
20.08,107.24,567.15,843.28,28.82
20.25,100.93,551.32,848.35,19.36
20.68,90.68,556.5,811.81,20.52
