Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.54,163.57,562.69,830.93,21.51
25.15,165.56,505.93,840.43,47.03
25.89,164.4,540.08,842.41,20.94
25.51,164.28,558.34,843.72,37.84
25.54,168.91,523.83,810.16,43.56
25.88,169.8,532.48,819.33,19.6
25.91,167.93,561.65,807.68,28.16
25.77,167.48,552.45,829.55,26.75
25.6,167.69,571.27,836.24,25.86
25.35,165.54,569.71,839.66,47.05
25.66,168.13,555.64,828.4,22.92
25.95,165.05,593.92,836.15,45.61
25.53,164.81,554.99,836.27,26.51
25.29,165.3,520.75,841.1,24.89
25.07,166.38,506.53,842.58,47.16
25.85,163.22,517.08,838.31,24.56
25.72,167.61,535.04,846.44,24.59
25.07,168.24,503.8,811.52,40.0
25.16,164.8,571.46,848.06,26.17
