Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.86,116.98,807.85,550.38,22.68
20.59,113.63,841.93,516.13,19.01
20.28,92.88,800.52,505.36,29.21
20.1,96.07,819.81,581.76,22.94
20.38,111.25,829.85,566.08,20.87
20.52,115.56,832.26,592.5,19.73
20.37,101.28,817.23,538.11,23.44
20.11,94.0,832.8,554.32,21.37
20.42,91.94,844.03,580.63,21.42
20.37,120.24,843.1,514.21,25.14
20.65,104.79,841.6,534.88,21.43
20.34,107.64,828.66,586.23,27.25
20.23,107.46,801.23,589.56,40.3
20.77,126.56,824.95,561.13,20.6
20.65,95.05,827.84,576.75,28.51
20.3,90.19,817.9,596.48,25.14
20.32,129.65,800.63,592.78,27.55
20.55,101.39,808.17,587.69,30.0
20.48,107.27,833.7,548.58,28.56
20.26,125.18,806.8,589.49,22.19
20.34,121.23,822.89,560.97,27.21
20.04,126.46,848.34,534.07,28.79
20.73,90.8,815.58,544.67,27.89
20.28,91.11,846.15,554.72,36.97
20.6,95.56,823.14,533.72,27.17
20.2,112.73,818.38,554.95,18.05
20.84,95.43,808.26,575.34,36.67
20.08,93.46,811.14,562.04,18.78
20.53,127.66,830.62,541.69,20.52
20.77,111.25,840.95,537.64,25.74
20.6,97.45,814.19,545.16,42.16
20.2,96.01,803.68,572.4,19.04
20.55,106.52,816.97,589.53,26.51
20.69,122.45,818.22,522.85,36.56
20.28,123.2,833.14,562.86,21.17
20.79,97.5,814.39,573.93,36.76
20.43,103.07,819.75,599.26,25.41
20.8,93.61,802.17,586.27,26.65
20.16,92.0,828.27,590.79,40.18
20.23,101.07,820.48,561.49,24.96
20.53,105.4,805.72,591.03,26.09
20.8,97.65,839.39,582.8,19.84
