Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.51,129.63,583.15,813.8,18.32
20.2,124.42,590.67,809.43,24.83
20.6,97.83,539.62,839.63,27.66
20.45,93.19,536.59,827.52,23.31
20.16,101.55,521.99,820.48,18.69
20.38,94.84,594.88,830.23,23.13
20.52,95.93,590.53,807.45,27.63
20.13,116.94,577.01,813.49,20.07
20.45,101.18,502.91,843.19,36.86
20.06,106.02,558.56,812.09,26.21
20.72,91.67,521.57,803.33,29.78
20.55,109.85,552.11,814.27,24.06
20.93,101.76,554.85,805.47,20.87
20.83,110.73,565.55,815.73,24.22
20.68,122.0,598.72,837.63,28.7
20.96,98.73,507.09,804.15,26.32
20.42,118.99,501.26,802.21,23.25
20.64,110.22,535.78,825.32,22.71
20.21,116.44,512.7,809.77,27.31
20.19,120.8,561.99,824.07,24.41
20.87,106.63,517.0,839.77,29.97
20.01,108.21,588.32,842.27,29.32
