Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.38,125.64,811.71,847.96,36.35
20.07,114.97,825.28,845.82,42.45
20.72,94.99,824.44,848.48,26.02
20.09,113.68,828.51,821.35,37.94
20.31,129.25,803.96,828.17,42.31
20.92,107.35,814.15,840.77,24.98
20.21,124.12,812.35,825.04,45.08
20.4,124.67,828.97,806.72,22.36
20.48,96.94,840.5,848.91,29.87
20.34,129.55,837.62,814.89,25.55
20.52,105.94,805.42,808.0,26.4
20.56,93.83,806.88,803.62,40.55
20.36,128.13,823.73,832.31,27.49
20.67,118.05,807.4,816.9,40.38
20.86,110.99,833.68,835.77,26.55
20.69,99.14,813.43,811.12,22.47
20.13,129.07,821.59,826.43,19.29
20.23,92.51,800.68,814.56,23.48
20.21,107.89,801.17,832.22,27.99
20.3,91.29,840.37,836.79,19.0
20.11,97.9,846.98,802.52,19.57
20.71,97.74,836.35,836.67,25.28
20.76,112.36,830.04,807.53,18.67
20.98,126.34,832.13,814.84,24.49
20.27,116.62,838.62,809.37,20.11
20.79,113.08,800.59,844.75,21.45
20.76,117.95,818.39,844.67,36.7
20.09,124.03,836.29,809.53,24.12
20.14,120.81,845.99,813.98,26.79
20.06,126.62,833.23,838.84,39.92
20.45,129.56,833.14,805.73,38.57
20.69,109.51,827.08,815.63,41.31
