Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.99,92.05,535.02,546.59,19.08
25.34,114.68,572.31,504.75,41.7
25.98,100.23,551.65,533.22,29.71
25.46,96.13,567.73,549.02,37.5
25.46,106.51,579.41,508.88,27.16
25.19,122.51,504.68,559.18,19.31
25.42,112.44,532.28,516.09,38.87
25.6,101.33,512.31,523.85,20.33
25.24,107.16,537.75,592.87,26.04
25.02,107.51,545.61,582.86,24.49
25.69,116.35,557.47,581.94,22.18
25.73,128.26,505.89,581.18,21.27
25.87,97.37,524.98,521.38,43.26
25.65,105.23,594.44,535.01,25.27
25.37,121.0,530.64,554.99,27.97
25.06,118.87,550.13,558.27,25.01
25.95,112.47,541.24,543.19,28.13
25.3,99.09,535.29,513.03,39.71
25.41,100.5,545.11,582.81,18.17
25.7,96.52,573.9,532.17,18.42
25.09,121.84,571.21,509.35,20.73
25.25,113.64,591.54,567.51,26.52
25.49,101.38,589.76,587.49,19.01
25.58,95.65,585.53,547.25,45.25
25.31,109.48,593.62,504.46,43.08
25.05,109.41,596.98,526.33,19.1
25.5,91.31,532.16,514.14,26.39
25.49,111.74,518.14,536.08,29.63
25.04,118.98,514.28,528.63,26.76
25.86,119.64,522.53,543.34,23.78
25.3,125.88,573.1,507.09,26.27
25.7,123.63,598.52,585.78,22.55
25.04,119.97,572.21,517.51,24.83
25.11,108.5,574.42,572.4,22.18
25.31,96.71,507.2,525.07,36.79
25.27,115.32,538.09,541.07,19.78
25.55,94.18,542.24,577.35,18.8
25.34,113.25,563.57,585.94,25.32
25.85,107.63,570.21,508.27,21.68
25.05,107.44,503.34,544.74,28.95
25.24,105.2,525.55,521.47,21.14
25.79,98.4,578.59,598.11,27.74
