Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.87,111.2,566.37,517.35,19.16
20.55,120.58,584.7,563.13,24.02
20.09,113.29,591.02,534.19,25.48
20.74,123.83,508.05,536.34,18.27
20.66,109.24,521.33,531.5,42.64
20.86,116.54,579.33,561.86,21.46
20.14,121.4,524.57,550.07,45.88
20.23,94.92,575.21,508.17,23.47
20.9,114.06,561.37,535.09,25.15
20.31,107.94,522.75,551.04,29.38
20.46,97.04,511.04,538.0,43.52
20.69,114.9,533.46,559.33,25.99
20.79,102.49,532.2,597.06,25.84
20.37,114.4,599.18,530.14,26.0
20.25,128.93,509.64,526.98,27.01
20.61,108.61,506.23,529.43,24.97
20.72,90.42,532.34,577.77,23.41
20.01,121.24,515.82,552.88,27.43
20.97,102.9,558.38,544.37,26.88
20.46,116.37,590.39,578.62,23.07
20.88,121.41,575.07,537.39,47.15
20.13,122.71,548.11,514.63,22.08
20.18,99.02,568.27,526.63,27.66
20.82,103.57,520.95,557.34,28.1
20.15,108.79,578.81,565.89,19.34
20.34,102.68,519.15,536.26,23.86
20.71,106.57,503.03,558.86,29.88
20.19,116.9,502.14,573.29,20.76
20.78,92.35,564.75,525.63,23.93
20.61,93.27,507.3,577.49,28.08
20.41,116.86,577.0,549.64,27.92
20.2,125.22,552.18,529.68,29.07
20.52,120.21,571.71,524.87,46.19
20.32,121.68,585.43,564.53,29.42
20.22,95.46,544.14,564.03,24.93
20.1,115.52,567.31,507.64,27.86
20.1,125.36,528.48,588.75,38.82
20.47,127.73,515.9,592.87,19.0
20.75,128.11,547.81,561.28,29.28
20.81,90.22,558.39,550.86,24.8
20.07,96.14,587.22,584.54,23.46
20.12,90.65,534.32,586.16,47.12
20.13,95.08,586.7,571.96,28.57
20.09,90.35,500.28,509.07,21.17
20.0,124.53,595.53,598.95,21.98
20.77,113.44,525.66,583.29,27.71
20.47,126.05,581.6,509.83,29.65
20.94,106.84,536.14,508.12,36.44
20.98,100.14,516.9,546.54,20.03
20.0,95.87,513.34,539.0,20.84
20.76,116.02,573.47,596.12,29.35
20.78,125.18,593.21,546.01,36.92
20.57,104.27,588.04,579.72,28.59
20.12,93.46,595.55,591.63,18.93
20.82,92.22,550.97,563.46,28.79
20.99,125.18,590.64,531.24,39.19
20.26,104.29,555.9,596.05,28.25
20.7,123.1,528.93,515.91,24.33
