Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.41,168.95,519.57,502.8,20.06
20.84,163.66,560.51,598.75,20.63
20.81,163.46,558.86,520.95,25.43
20.59,162.51,500.99,510.38,20.13
20.3,168.8,510.73,542.39,21.95
20.32,168.61,508.85,520.2,45.01
20.43,168.81,533.25,539.96,28.66
20.92,169.98,595.33,580.26,40.35
20.94,165.28,568.88,508.26,22.7
20.92,164.15,575.71,505.35,44.36
20.48,162.03,572.16,569.43,29.55
20.13,160.52,531.36,562.39,27.14
20.72,163.16,560.91,535.29,25.2
20.5,161.89,521.54,598.88,24.52
20.36,161.22,555.32,584.11,20.23
20.33,165.4,528.55,579.67,23.71
20.27,160.49,576.98,523.0,21.29
20.38,163.66,592.25,504.19,24.46
20.31,166.23,593.42,599.45,27.99
20.28,164.08,568.11,535.79,24.68
20.12,160.68,543.91,584.67,20.72
