Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.93,94.87,839.3,827.85,19.1
20.25,104.57,813.15,801.05,38.46
20.71,113.65,841.27,801.47,19.64
20.9,100.61,829.43,828.39,26.09
20.43,129.12,812.94,813.35,25.79
20.82,123.51,831.04,831.73,27.14
20.68,109.95,801.7,807.3,43.62
20.82,114.25,849.52,825.26,45.56
20.17,110.7,834.63,822.67,27.16
20.1,96.58,809.9,813.11,40.43
20.65,115.9,803.13,804.06,24.2
20.27,99.02,831.79,817.35,21.91
20.14,93.63,825.53,809.5,28.52
20.11,124.08,814.62,818.58,25.18
