Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.65,114.81,534.99,847.44,28.77
20.47,92.03,595.59,844.93,21.37
20.72,129.52,552.67,828.35,25.06
20.05,118.16,540.76,839.09,24.79
20.23,128.26,566.48,805.91,19.29
20.47,92.1,584.09,840.25,19.13
20.71,104.51,597.13,835.7,47.66
20.89,118.71,597.87,828.76,18.97
20.57,127.29,553.53,827.5,28.1
20.15,117.95,532.39,837.35,26.97
20.75,129.81,575.81,814.64,29.79
20.4,98.11,588.73,829.86,23.85
20.3,94.0,590.7,847.26,19.87
20.1,114.56,554.92,840.17,25.68
20.57,127.22,551.8,833.27,24.27
20.49,107.41,518.72,824.22,23.25
20.28,99.67,590.52,846.43,19.76
20.13,120.88,566.82,848.33,24.19
20.7,123.26,572.33,812.27,26.92
