Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.61,162.96,810.4,547.45,23.67
20.4,166.7,828.17,556.87,43.75
20.22,162.09,821.43,527.94,29.22
20.49,168.56,849.05,584.04,44.38
20.51,169.84,846.86,576.69,25.46
20.65,167.35,825.56,514.64,22.42
20.77,164.02,801.63,588.56,47.12
20.49,163.96,808.92,546.12,20.02
20.31,165.45,801.95,594.35,18.44
20.09,167.16,843.25,571.56,20.38
20.73,166.32,812.33,520.69,23.88
20.39,161.67,848.29,565.97,19.49
20.56,168.56,846.81,586.78,28.8
20.94,164.27,838.0,510.08,29.7
20.64,167.04,838.69,507.82,47.46
20.23,160.57,810.43,586.0,43.72
20.05,165.64,809.51,501.64,20.23
