Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.51,165.47,585.89,532.02,26.37
20.08,162.69,559.81,579.2,29.13
20.97,165.74,598.5,594.77,24.54
20.92,164.09,511.37,543.1,28.28
20.21,167.12,520.46,559.33,26.38
20.13,169.86,593.03,547.55,40.67
20.65,169.8,569.49,591.7,28.59
20.04,161.37,549.31,551.86,22.7
20.49,160.05,536.93,523.08,22.02
20.77,164.96,591.84,532.46,19.28
20.81,163.48,575.54,556.52,18.31
20.38,164.19,597.31,589.27,22.11
20.12,165.96,595.79,574.9,27.21
20.87,162.2,542.54,575.83,20.39
20.66,164.33,561.91,522.58,27.41
20.79,164.03,558.7,508.28,20.73
20.74,160.42,530.14,536.36,28.17
20.89,169.48,564.61,502.2,28.86
20.67,167.56,583.53,525.19,44.76
20.6,166.92,564.79,549.09,43.36
20.93,163.41,552.93,517.49,22.24
20.34,164.15,594.13,547.97,20.08
20.03,165.22,504.12,527.85,36.68
20.43,162.0,504.01,544.35,26.88
20.93,163.01,509.95,543.17,24.67
20.8,162.61,524.39,522.24,20.12
20.67,163.29,522.75,566.87,27.37
20.1,160.16,589.49,500.14,21.93
20.19,162.93,592.62,541.21,18.93
20.83,160.2,596.22,513.34,25.38
20.26,169.55,575.32,557.09,28.04
20.55,163.55,531.71,563.03,37.61
20.69,163.55,564.29,532.57,21.12
20.08,169.64,548.05,557.47,21.59
