Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.1,91.98,525.32,570.95,26.93
20.51,128.37,596.94,551.95,22.76
20.59,112.4,593.65,511.06,19.83
20.27,98.03,576.5,591.87,41.58
20.75,118.45,508.13,532.55,25.33
20.26,113.12,576.2,560.78,28.9
20.63,120.28,566.94,528.69,23.23
20.27,128.61,507.1,521.03,23.91
20.43,106.9,511.5,524.03,20.51
20.05,121.84,514.71,510.12,18.88
20.34,128.63,598.75,556.47,28.65
20.12,129.96,537.01,561.66,23.19
20.18,122.36,506.17,549.77,24.9
20.87,117.92,510.91,537.29,25.99
20.62,99.92,539.68,566.13,28.54
20.46,117.71,546.14,523.94,46.02
20.34,116.61,582.06,509.91,19.5
20.42,123.52,543.65,521.31,27.3
20.97,97.07,579.87,561.99,21.16
20.82,127.13,513.49,556.17,22.78
20.35,127.15,563.84,578.39,39.15
20.87,104.0,594.59,504.4,24.41
20.16,109.23,542.69,573.05,41.09
20.85,98.83,585.02,599.75,45.54
20.83,104.99,582.64,581.29,28.95
20.84,91.25,501.85,573.27,18.46
20.59,95.84,512.49,588.95,22.18
20.99,101.3,511.56,583.56,21.03
20.04,113.48,532.96,573.11,23.93
20.88,92.5,590.46,525.36,38.31
20.15,106.11,514.39,528.2,27.78
20.6,122.44,575.71,513.58,29.04
20.42,93.93,596.92,509.38,28.79
20.88,123.75,578.49,594.54,24.88
20.07,98.69,562.69,562.77,29.28
20.72,107.73,551.19,580.51,46.73
20.29,103.84,506.02,534.31,21.15
20.16,92.94,525.6,586.47,29.32
20.42,119.03,525.58,535.06,18.92
20.58,96.52,564.22,583.49,37.3
20.01,129.91,566.02,556.31,45.53
20.91,125.64,578.03,567.86,19.72
20.41,91.94,592.69,569.55,39.06
20.1,107.76,561.16,502.92,25.28
20.9,103.88,513.04,562.77,26.28
