Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.46,161.64,595.14,830.05,47.77
25.88,169.6,514.53,844.75,22.92
25.68,166.34,564.18,835.74,25.59
25.98,166.63,518.16,821.9,44.61
25.69,168.92,502.27,832.01,27.73
25.22,165.1,550.49,831.8,18.09
25.37,169.66,535.54,827.42,26.41
25.16,162.0,530.44,819.74,18.99
25.25,161.55,519.87,821.32,42.77
25.75,165.36,599.46,843.24,40.09
25.25,162.98,579.26,820.32,20.89
25.3,162.08,547.1,842.96,47.94
25.55,168.99,550.74,821.92,24.19
25.4,167.75,502.99,830.21,25.77
25.58,164.58,580.49,847.18,27.91
25.01,161.09,556.25,830.2,24.1
25.64,166.02,562.91,819.97,20.05
25.85,162.48,583.63,809.81,38.63
25.42,168.19,570.58,811.58,25.64
