Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.65,166.55,551.73,563.22,21.79
20.63,160.93,530.84,527.36,29.26
20.51,167.92,556.62,582.22,25.4
20.45,161.58,568.64,560.8,24.19
20.45,167.45,597.63,586.86,22.97
20.96,163.72,509.81,571.95,18.21
20.09,165.77,557.07,521.41,37.51
20.85,164.55,597.9,593.83,28.78
20.11,168.69,516.57,548.36,18.69
20.32,163.52,549.84,520.19,18.01
20.2,167.13,563.31,567.44,22.48
20.11,162.73,531.48,516.94,26.11
20.38,167.11,581.14,545.19,21.95
20.08,166.39,521.82,527.47,44.69
20.06,162.84,597.14,510.8,43.58
20.51,164.65,563.26,596.33,24.95
20.42,165.7,503.35,586.47,45.47
20.41,166.18,506.94,561.24,20.14
20.17,161.97,534.55,557.06,21.97
20.74,165.09,549.48,536.3,18.23
20.97,160.08,587.66,510.68,21.43
20.6,161.19,563.89,500.15,23.68
20.86,163.81,590.26,502.97,28.84
20.2,160.27,525.14,586.54,20.26
20.44,161.81,524.37,588.89,26.86
20.96,160.47,546.82,522.2,28.25
20.48,165.89,541.65,557.74,29.09
20.47,160.87,521.46,515.13,24.64
20.13,163.54,596.24,583.48,21.96
20.87,166.4,577.78,575.46,26.77
