Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.13,94.17,804.14,841.2,21.97
25.49,97.18,820.35,834.54,36.12
25.32,94.57,841.22,812.23,24.32
25.68,110.7,805.95,811.1,22.4
25.8,91.24,836.58,817.87,25.48
25.93,111.63,848.34,846.18,46.57
25.46,111.85,838.24,802.35,41.5
25.45,114.04,848.82,818.09,29.43
25.03,98.3,824.65,819.45,21.07
25.71,97.89,804.74,839.08,41.33
25.05,116.75,840.48,836.89,22.34
25.04,122.58,838.07,839.92,27.58
25.45,128.17,809.63,812.11,27.62
25.99,110.65,842.33,822.47,28.15
25.23,104.57,843.0,807.1,46.69
25.29,125.28,810.43,838.23,29.06
