Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.44,92.86,551.96,571.16,26.07
20.03,98.76,509.15,562.73,46.28
20.98,93.15,592.18,555.44,26.42
20.64,96.86,584.09,501.52,20.17
20.59,90.92,517.05,539.69,29.1
20.2,91.14,513.09,583.28,22.56
20.2,118.47,501.14,505.48,19.55
20.53,124.03,535.62,558.52,20.2
20.54,120.54,544.96,568.94,21.69
20.21,108.48,508.54,527.53,23.42
20.24,103.28,512.69,589.11,23.37
20.95,128.11,504.16,585.09,23.61
20.29,108.08,500.38,586.47,23.96
20.51,109.75,544.73,592.33,26.74
20.75,111.36,557.97,541.88,18.95
20.26,102.4,561.22,524.28,28.48
20.15,93.22,529.27,534.85,18.67
20.21,106.06,507.58,562.77,18.6
20.28,97.81,517.68,502.05,36.04
20.69,122.16,553.18,519.97,23.19
20.88,124.03,511.47,550.75,44.42
20.17,117.38,563.61,503.36,45.96
20.46,127.86,569.88,544.07,22.46
20.47,96.2,541.68,542.08,39.92
20.06,111.96,529.58,513.76,23.4
20.54,99.25,553.04,567.89,39.18
20.9,98.42,545.73,526.46,25.72
20.16,90.24,583.14,577.98,27.16
20.35,124.73,515.76,507.43,24.84
20.71,117.94,567.75,527.06,41.43
20.11,120.36,529.07,503.21,23.9
20.86,93.04,506.69,530.32,24.9
20.37,96.28,550.36,595.48,24.96
20.56,94.81,560.0,540.3,19.98
20.93,95.46,530.0,587.77,28.03
20.09,113.49,538.61,535.33,40.69
20.2,128.87,533.62,590.5,24.17
20.32,103.9,503.43,567.57,18.77
20.84,93.34,562.71,502.32,24.53
20.71,106.62,564.97,502.06,22.77
20.2,102.34,596.81,583.01,24.09
20.72,96.93,547.55,572.85,36.37
20.93,97.7,594.83,597.25,44.9
20.84,110.06,522.77,529.45,26.09
