Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.62,164.84,507.02,557.93,19.06
20.06,162.61,569.89,516.93,19.6
20.28,165.26,590.05,577.78,18.74
20.94,161.18,553.21,599.28,22.1
20.02,165.73,549.83,542.73,22.12
20.36,167.0,553.81,582.93,29.52
20.8,166.42,547.86,517.59,25.96
20.05,165.04,531.41,535.68,28.23
20.13,166.47,552.03,565.1,45.32
20.61,169.59,504.99,585.36,39.57
20.58,168.63,575.51,566.18,26.61
20.1,168.44,572.89,536.72,29.84
20.74,162.07,555.63,559.5,19.36
20.08,166.26,579.67,524.08,20.94
20.52,160.45,543.58,504.74,23.49
20.73,169.05,523.91,503.58,40.05
20.7,165.45,566.14,506.84,25.03
20.23,165.22,572.78,540.21,21.21
20.79,160.79,528.04,533.81,24.18
20.56,162.05,540.18,586.51,37.58
20.92,167.73,522.29,578.7,19.19
20.01,167.6,550.11,533.27,19.22
20.56,160.92,514.97,577.03,25.55
20.44,168.04,559.81,596.66,20.86
20.27,161.63,563.54,545.48,19.96
20.91,167.79,532.28,516.27,25.21
20.2,160.66,563.34,564.42,22.17
20.81,166.45,504.56,556.54,47.63
20.02,164.67,531.59,583.07,19.2
20.19,165.54,598.07,512.56,26.38
20.26,164.08,590.9,566.78,20.92
20.32,161.74,527.95,504.68,26.56
