Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.24,94.81,543.85,533.39,43.85
20.07,113.1,536.29,553.37,37.33
20.97,93.69,565.25,548.59,40.18
20.18,103.25,547.23,597.46,18.69
20.03,129.08,585.53,597.35,25.42
20.17,94.22,522.66,575.47,18.76
20.85,111.2,590.33,581.86,22.25
20.1,97.64,557.08,546.01,22.84
20.94,119.62,513.64,557.61,24.84
20.89,114.02,551.18,511.95,29.19
20.42,114.49,507.23,573.85,20.17
20.23,126.78,503.15,550.26,46.28
20.54,106.07,527.79,502.1,40.95
20.32,114.25,519.01,599.59,23.24
20.06,122.84,594.78,585.62,29.59
20.1,96.96,517.52,524.88,19.28
20.99,96.27,576.43,575.94,21.83
20.19,96.59,552.73,535.63,24.01
20.87,105.85,524.99,516.94,19.13
20.39,101.78,504.2,536.57,19.86
20.71,126.28,523.86,514.78,25.13
20.75,101.69,547.05,502.72,25.14
20.67,107.72,583.07,590.54,24.72
20.25,129.9,533.99,532.94,42.02
20.93,92.3,504.48,529.64,37.53
20.84,117.4,569.72,534.37,29.1
20.56,109.52,516.65,589.67,28.23
20.76,107.26,592.72,519.76,19.4
20.48,122.95,580.64,518.14,29.17
20.9,114.31,564.18,535.14,24.8
20.18,94.74,528.64,518.46,44.78
