Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.4,103.89,555.84,836.34,28.01
20.18,124.27,577.78,817.6,29.63
20.47,104.65,551.75,813.67,25.89
20.99,97.97,548.02,809.56,26.38
20.91,101.32,554.13,838.21,22.98
20.31,108.85,576.79,835.58,24.78
20.99,96.88,525.5,806.12,25.11
20.3,125.82,534.01,846.74,25.91
20.85,112.51,568.57,844.21,23.55
20.03,115.58,534.64,824.91,27.35
20.64,116.88,504.35,839.52,22.19
20.41,101.64,519.23,843.65,29.09
20.1,92.61,536.11,814.41,20.34
20.26,110.85,516.07,814.08,23.78
20.88,105.51,507.79,803.0,29.31
20.65,110.79,528.28,811.78,22.41
20.93,112.67,535.94,811.88,23.67
20.24,108.52,553.53,819.94,24.77
20.7,93.72,589.73,847.04,23.13
20.73,100.94,505.85,843.8,38.54
20.82,105.25,509.55,819.64,18.87
20.7,116.14,524.92,817.43,44.94
20.94,101.84,515.0,836.92,20.14
20.32,103.63,591.74,828.67,26.12
20.33,99.19,519.07,804.85,29.25
20.82,110.83,578.91,800.67,29.32
20.99,119.05,528.31,809.48,45.42
20.13,123.44,560.68,825.68,24.23
