Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.09,111.89,509.47,507.67,29.2
20.0,117.87,505.22,513.61,21.47
20.15,112.33,548.59,553.65,23.79
20.71,92.91,572.71,577.15,44.77
20.75,98.51,589.53,514.2,19.84
20.52,94.03,518.75,535.92,26.52
20.39,116.44,599.16,556.68,21.89
20.19,94.13,548.33,568.13,27.81
20.05,98.31,575.59,514.98,24.98
20.45,104.71,540.75,560.35,43.34
20.09,124.15,536.76,570.47,29.77
20.88,122.82,565.25,520.89,20.08
20.96,128.21,583.31,594.99,36.11
20.82,115.91,588.36,599.93,20.54
20.99,124.38,581.54,578.22,20.75
20.14,106.67,520.59,579.37,20.44
20.47,91.74,553.33,549.13,40.08
20.15,111.36,592.27,598.79,24.77
20.5,128.07,565.48,545.8,21.13
20.58,118.36,555.79,569.68,22.03
20.7,104.6,555.98,571.67,26.74
20.38,114.04,564.59,526.72,46.83
20.54,118.94,590.96,569.82,44.81
20.1,101.21,548.04,554.24,20.03
20.1,90.98,565.81,530.01,28.07
20.34,109.34,515.17,597.72,41.77
20.49,128.04,548.06,594.74,23.46
20.05,114.76,534.07,542.15,42.6
20.55,91.74,551.54,566.1,28.07
20.2,112.88,534.18,591.11,28.82
20.75,127.45,527.68,517.95,20.25
20.12,129.81,526.04,570.52,19.64
20.18,119.63,554.76,567.35,19.13
20.87,123.0,553.13,598.67,19.37
20.76,92.24,561.19,504.4,21.14
20.18,103.86,524.25,582.66,24.11
20.26,117.97,558.6,500.42,20.37
20.99,117.78,537.68,514.74,27.4
20.85,124.35,515.31,575.79,28.72
