Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.84,103.73,569.13,846.69,27.87
20.23,128.29,559.86,842.06,23.91
20.31,129.74,584.54,809.47,29.54
20.02,110.44,568.56,848.64,22.18
20.01,129.26,583.69,834.74,22.1
20.09,99.22,572.81,832.8,20.09
20.96,124.1,550.9,839.19,46.5
20.98,110.0,513.06,819.38,47.17
20.97,115.99,515.45,841.11,19.13
20.58,126.27,575.77,832.44,21.26
20.48,97.75,544.58,837.43,18.05
20.45,123.16,590.95,836.25,25.44
20.13,129.85,546.69,820.84,20.1
20.43,111.98,548.06,810.48,22.94
20.89,105.6,528.12,800.34,38.5
20.1,118.41,546.71,803.21,18.77
20.28,98.57,569.77,842.94,29.43
20.88,108.69,596.23,832.55,44.5
20.02,125.94,575.06,829.87,28.35
20.72,119.83,597.4,841.65,22.01
20.08,119.39,531.72,823.2,20.96
20.85,118.22,594.11,829.2,21.93
20.78,90.11,547.52,832.36,28.33
20.2,106.87,568.69,823.69,23.24
20.26,126.31,536.57,844.44,21.5
20.08,121.35,573.44,811.75,22.13
20.54,122.55,595.93,809.68,28.19
20.76,126.16,559.22,822.58,21.69
20.51,103.39,526.55,822.77,18.38
20.86,101.55,566.74,812.06,46.12
20.97,93.21,540.77,844.58,28.03
20.56,119.27,517.32,845.62,29.52
