Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.12,100.96,528.6,527.79,19.78
20.83,127.63,573.09,584.43,24.84
20.83,93.83,567.04,527.25,23.21
20.05,111.61,544.87,565.46,18.66
20.08,99.7,583.91,577.14,19.38
20.52,117.86,570.26,572.85,24.77
20.68,103.89,523.33,510.64,36.59
20.37,106.26,527.55,576.76,24.02
20.94,102.8,568.11,534.13,24.11
20.89,103.85,574.95,552.63,21.85
20.38,117.4,507.31,561.87,23.59
20.85,95.94,593.11,560.66,26.13
20.53,125.79,571.14,522.84,27.61
20.39,121.08,573.1,598.52,46.05
20.82,114.74,540.3,516.69,27.63
20.6,93.86,508.96,521.16,29.05
20.94,108.71,587.17,536.66,29.81
20.85,126.79,597.39,559.52,47.3
20.53,122.09,579.34,508.25,21.82
20.38,119.95,572.77,575.42,21.63
20.94,129.62,576.15,543.57,23.24
20.08,90.78,541.13,539.89,39.7
20.73,129.87,575.56,588.95,38.24
20.59,103.05,570.41,556.05,26.15
20.68,108.43,540.14,565.7,27.21
20.53,106.21,532.57,562.11,28.31
