Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.49,110.0,830.23,535.2,23.62
20.05,104.22,842.25,559.96,29.36
20.01,122.52,839.35,597.93,29.71
20.08,128.19,827.7,510.63,25.17
20.05,108.68,833.4,596.96,36.84
20.09,126.02,811.28,532.22,22.24
20.18,119.63,811.55,536.35,19.06
20.11,100.36,811.82,527.11,40.25
20.62,127.76,832.9,515.76,29.76
20.52,106.39,838.44,584.6,24.82
20.67,119.62,805.3,550.42,41.0
20.82,128.32,847.83,561.75,43.74
20.04,117.17,806.9,519.07,19.99
20.74,127.01,838.25,576.32,28.77
20.03,117.64,829.29,557.5,27.32
20.93,121.19,803.92,520.08,29.08
20.48,124.27,835.61,580.84,19.54
20.55,105.44,813.28,552.79,26.59
20.2,117.43,840.97,501.12,38.73
20.56,105.67,828.84,549.0,20.14
20.7,111.4,811.83,593.38,21.89
