Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.82,168.08,501.87,509.53,28.16
25.46,164.73,554.15,502.02,21.9
25.39,165.0,555.92,583.89,26.22
25.12,167.93,547.87,572.47,25.36
25.55,162.0,540.51,565.72,22.25
25.85,162.44,528.28,581.07,40.31
25.72,160.15,545.63,522.43,22.64
25.72,165.35,521.84,513.98,44.91
25.45,161.35,583.61,598.08,46.14
25.71,161.11,542.71,524.63,37.28
25.07,164.54,503.71,565.39,21.23
25.48,167.51,594.29,593.92,23.29
25.18,160.5,572.01,547.76,30.0
25.51,165.45,544.93,509.91,24.52
25.44,165.59,574.29,569.95,24.55
25.37,166.56,578.88,577.85,21.08
25.87,168.64,529.36,557.02,21.35
25.55,162.25,556.05,596.62,19.02
25.01,163.99,585.31,524.91,24.02
25.51,161.48,505.81,502.97,25.33
25.59,161.88,516.46,570.72,28.0
25.97,162.89,540.37,547.16,25.55
25.85,162.03,571.82,515.83,24.36
25.87,168.3,590.66,553.04,18.81
25.61,160.41,593.1,514.02,20.27
