Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.23,103.84,830.89,840.4,26.86
20.97,120.81,818.51,805.89,28.06
20.83,97.42,806.68,828.65,21.77
20.09,95.12,835.44,825.53,22.69
20.3,106.05,823.17,812.29,27.5
20.8,127.28,838.55,807.49,26.21
20.81,112.68,826.13,834.45,19.56
20.29,109.94,808.11,818.91,22.62
20.48,103.71,835.34,828.04,22.39
20.83,115.52,836.98,829.17,20.14
20.84,109.52,842.49,820.29,26.31
20.27,106.21,824.96,834.15,44.87
20.41,126.66,844.26,821.02,23.78
20.36,112.15,838.61,847.21,27.9
20.94,108.75,829.75,806.53,19.26
20.35,109.89,845.94,818.56,24.93
20.04,100.65,806.88,827.97,40.76
20.1,113.58,845.77,835.48,29.96
20.74,117.65,840.38,821.86,28.57
20.36,99.27,813.22,800.29,23.37
20.34,98.45,804.41,826.21,41.92
20.5,96.23,816.67,823.65,24.96
20.38,93.73,844.97,820.63,37.47
20.58,104.34,835.27,813.46,23.74
20.97,96.31,814.55,831.66,22.71
20.07,127.13,826.09,805.26,38.94
20.12,112.2,813.94,810.08,25.13
20.91,107.54,839.75,846.3,23.4
20.03,124.67,823.33,806.77,42.78
20.74,124.6,812.85,846.82,24.55
20.32,90.56,841.96,803.78,20.05
20.82,101.2,845.43,824.21,21.59
