Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.17,167.98,586.16,521.49,27.83
25.51,164.38,540.57,539.3,29.39
25.25,167.35,547.88,520.92,19.02
25.56,167.95,516.79,541.86,18.04
25.27,162.83,580.24,577.25,21.01
25.92,166.39,536.38,506.3,45.58
25.11,163.32,568.16,564.74,20.2
25.51,164.09,581.48,530.51,19.12
25.32,167.44,529.23,567.71,22.02
25.77,165.17,590.59,594.39,25.36
25.5,166.58,582.85,570.18,43.78
25.77,162.58,522.28,558.82,36.36
25.9,168.3,559.49,537.22,25.85
25.04,162.86,576.87,518.41,20.17
25.16,161.96,552.03,531.8,21.89
25.51,169.91,500.66,537.89,36.55
25.44,166.92,532.23,578.65,18.76
25.96,164.78,544.37,579.97,20.56
25.59,161.69,530.16,502.87,23.92
25.88,166.08,549.41,569.2,23.41
25.3,160.85,542.82,540.2,22.58
25.44,161.91,582.32,569.63,46.3
25.66,168.48,516.4,577.94,18.67
25.87,165.72,592.61,537.2,21.1
25.86,168.82,531.46,554.15,39.62
25.76,168.28,541.15,576.04,26.54
25.08,168.17,527.79,524.34,46.29
25.46,160.33,518.64,567.78,19.02
25.06,164.36,586.53,537.01,22.4
25.58,163.31,586.36,588.18,28.41
25.62,161.75,540.92,525.08,28.4
25.71,165.73,503.15,595.27,27.74
25.43,167.14,547.41,573.79,23.27
