Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.86,108.33,532.54,581.12,46.96
20.55,121.99,595.33,501.69,23.9
20.41,100.89,537.06,549.09,18.16
20.19,116.99,526.72,580.7,37.34
20.46,101.11,587.68,518.28,19.19
20.99,101.36,528.11,538.07,47.88
20.25,114.31,500.33,507.02,28.45
20.35,123.13,537.39,522.47,24.15
21.0,118.0,531.48,517.75,22.44
20.79,105.99,537.07,578.93,20.3
20.19,124.73,517.79,519.91,20.23
20.05,93.86,509.96,561.87,24.0
20.51,110.04,528.54,598.13,19.54
20.97,104.99,593.8,514.16,19.74
20.51,112.3,581.75,528.69,38.18
20.14,98.58,533.51,519.92,21.42
20.95,128.38,549.65,518.79,18.67
20.12,114.86,558.55,549.6,20.76
20.23,124.35,527.32,597.86,19.38
20.6,103.19,553.5,566.19,43.43
20.23,129.35,572.3,573.02,37.41
20.91,98.51,511.12,532.94,18.06
20.15,92.8,550.8,575.39,28.95
20.39,127.25,572.73,565.49,29.05
20.33,96.47,555.68,555.3,36.27
20.48,115.15,545.78,522.03,24.7
20.96,128.66,511.79,571.38,20.65
20.58,127.46,513.48,564.32,43.75
20.79,107.03,500.72,581.41,24.25
20.86,115.54,519.73,523.22,19.53
20.37,90.77,509.18,581.47,18.16
20.41,104.88,515.66,573.44,24.24
20.74,107.78,536.77,553.83,29.01
20.27,90.17,512.4,548.01,26.75
20.37,125.26,529.17,563.3,21.54
20.06,112.76,518.17,592.6,21.87
20.47,114.03,528.48,523.08,19.94
20.7,93.21,573.64,579.58,25.05
20.62,123.49,555.89,574.8,26.54
20.63,104.11,583.13,529.54,36.25
20.75,100.78,589.71,515.84,25.57
