Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
25.18,116.76,517.66,804.27,29.37
25.23,122.63,544.4,815.33,19.37
25.7,115.04,525.52,845.3,22.07
25.0,107.95,513.55,803.31,25.51
25.56,109.16,557.06,828.79,19.47
25.35,123.23,567.74,829.97,23.23
25.47,95.96,518.04,806.3,28.49
25.28,124.95,546.11,801.17,26.0
25.17,103.6,511.73,802.03,18.56
25.54,123.52,534.56,826.92,19.53
25.74,94.98,534.84,842.76,26.54
25.83,99.98,505.34,825.53,22.68
25.57,116.62,547.89,808.43,36.88
25.24,112.53,591.8,836.52,18.73
25.93,92.28,569.46,845.58,26.94
25.43,102.31,537.95,848.83,45.13
25.61,117.52,560.15,804.34,18.93
25.43,94.19,522.22,813.14,18.72
25.44,115.29,599.48,839.84,24.73
25.89,123.08,557.11,829.04,40.03
25.51,99.55,548.99,835.37,21.76
25.06,90.06,510.15,812.52,23.58
25.33,123.63,594.99,805.1,19.15
25.39,122.33,527.31,832.4,28.53
25.14,117.06,500.08,816.62,40.15
25.77,125.12,522.14,819.2,26.79
25.1,118.36,555.21,804.84,19.96
25.93,99.83,507.47,849.86,29.39
25.93,102.75,500.31,845.67,22.53
25.91,105.56,505.74,807.67,38.6
25.99,96.25,582.33,811.66,27.9
25.36,98.5,590.91,827.09,24.51
25.72,113.38,549.29,826.94,26.23
25.53,109.94,533.96,840.99,36.74
