Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.66,160.37,580.53,522.92,37.63
20.92,165.82,575.87,515.52,28.14
20.1,169.98,588.96,562.46,21.0
20.64,169.97,588.12,541.25,38.65
20.63,169.58,584.74,516.56,27.06
20.18,164.36,501.73,531.3,27.66
20.55,165.32,579.96,520.88,25.46
20.9,160.57,588.84,550.67,29.31
20.36,160.03,536.02,538.38,23.26
20.84,168.56,556.82,570.71,26.01
20.21,166.82,571.05,521.61,25.83
20.29,160.53,577.12,510.45,29.08
20.34,168.71,566.25,537.54,18.54
20.1,160.53,523.75,592.79,18.3
20.82,160.69,550.57,531.21,28.36
20.72,160.63,527.29,591.17,23.09
20.72,163.67,503.0,578.95,26.62
20.67,169.15,563.15,592.87,24.45
20.99,164.92,508.02,536.29,20.79
20.15,161.17,552.58,523.27,28.83
20.62,161.89,524.66,590.1,19.9
20.93,164.52,592.99,590.91,26.25
20.91,163.68,541.34,540.56,27.3
20.19,163.0,590.61,581.56,22.42
20.93,165.32,587.25,561.79,26.5
20.26,167.12,575.24,521.41,23.26
