Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.6,169.48,545.24,543.05,18.27
20.2,167.39,587.93,557.7,22.7
20.45,165.08,545.85,594.92,19.19
20.37,168.13,590.53,569.51,45.19
20.96,168.97,523.58,510.84,24.84
20.47,165.35,513.58,578.68,25.71
20.52,169.15,599.4,507.46,24.3
20.71,162.91,554.02,587.6,29.05
20.49,165.26,571.7,545.45,22.76
20.14,168.79,575.49,525.62,45.45
20.83,165.87,544.0,531.13,39.28
20.79,167.37,512.05,562.28,21.79
20.15,166.11,504.63,541.07,21.38
20.32,165.2,510.86,568.44,43.21
20.17,162.54,565.33,541.86,27.07
20.35,164.9,592.13,509.43,24.98
20.8,167.72,501.51,512.93,21.67
20.91,167.44,567.4,535.03,22.22
20.83,163.95,504.72,501.76,22.29
20.13,167.87,573.61,531.19,26.58
20.3,163.69,516.11,534.46,38.56
20.17,165.83,591.05,563.79,29.22
20.88,163.54,590.28,532.37,26.95
20.74,164.83,545.58,580.57,23.21
20.92,161.94,549.73,558.56,18.92
20.21,165.08,513.02,544.95,42.6
20.2,164.61,588.68,506.91,24.45
20.92,163.65,553.49,533.84,24.92
20.28,162.3,543.74,571.51,21.74
20.27,167.76,598.56,577.47,22.84
20.96,169.01,504.89,514.53,45.15
20.17,165.6,508.88,561.49,38.25
20.73,166.25,522.66,522.69,36.44
20.25,162.81,544.72,545.19,47.86
20.34,169.44,522.09,558.16,20.67
20.46,161.72,546.3,538.45,24.83
20.09,163.14,531.87,572.28,19.21
20.28,164.34,510.69,504.02,40.07
20.4,162.24,525.26,527.7,28.76
20.11,168.27,509.04,533.89,20.74
20.62,169.53,553.24,542.04,29.15
20.34,163.39,526.88,584.61,47.93
20.71,168.58,536.64,565.41,37.14
20.51,167.25,570.61,516.45,27.1
