Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.8,167.6,504.01,504.73,26.46
20.65,169.0,570.57,545.77,47.45
20.54,165.13,519.05,552.07,40.77
20.11,166.32,507.47,573.54,39.93
20.33,166.86,563.52,546.49,40.88
20.33,168.31,546.82,547.93,25.8
20.54,167.69,533.87,534.33,29.61
20.04,162.07,590.09,592.22,21.43
20.36,169.17,500.11,511.1,19.31
20.31,164.23,581.13,501.29,27.37
20.72,164.71,536.18,509.81,29.52
20.54,162.64,518.93,522.28,26.07
20.48,165.46,566.97,577.69,21.23
20.8,162.69,563.03,546.16,23.42
20.76,168.51,568.88,582.72,21.72
20.92,167.81,569.94,564.52,26.87
20.51,169.29,546.48,516.62,44.7
20.49,169.41,513.64,538.56,28.93
20.27,160.47,553.2,537.64,26.34
20.28,166.64,518.1,587.77,22.91
20.35,161.29,581.87,528.37,20.11
20.59,162.82,591.35,508.57,46.65
20.21,162.66,559.3,540.76,27.31
20.66,169.31,575.37,510.06,27.89
20.1,169.63,540.4,569.22,37.45
20.86,167.1,564.31,533.39,29.17
20.04,162.85,583.11,590.58,24.95
20.83,166.76,503.57,560.49,20.26
20.3,163.1,518.95,588.86,44.48
20.49,165.46,512.86,586.12,36.2
20.89,161.07,523.12,534.43,28.12
20.51,166.45,555.09,519.33,45.08
20.57,164.97,594.2,501.2,47.99
20.09,160.85,519.27,589.44,21.91
20.06,164.61,517.5,566.32,29.78
20.02,163.48,530.65,548.2,39.58
20.61,167.13,552.76,534.5,20.79
20.68,167.03,554.33,518.46,27.91
20.0,163.08,581.59,505.6,47.2
20.52,160.63,590.71,596.51,27.1
20.42,168.82,500.58,545.51,19.77
20.63,162.77,578.65,526.72,25.87
20.17,163.92,533.46,536.9,21.74
20.25,168.93,527.79,520.92,29.33
20.67,163.72,571.02,560.75,38.1
20.1,160.95,533.34,542.03,23.09
20.61,160.32,573.96,552.51,18.61
20.6,160.53,517.66,521.52,42.32
20.84,163.34,591.68,559.08,28.47
