Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.28,161.73,523.2,818.47,19.2
20.15,165.87,558.92,845.54,18.6
20.04,162.67,527.38,838.54,20.67
20.37,161.61,570.31,842.71,40.51
20.94,162.45,574.62,802.65,27.24
20.96,163.5,584.28,835.36,40.17
20.37,164.99,519.2,830.86,28.93
20.87,169.3,506.51,816.69,19.52
20.37,168.68,520.5,808.59,39.84
20.2,168.13,539.0,807.17,38.17
20.92,161.64,566.43,830.45,29.76
20.57,160.66,525.3,814.74,27.26
20.28,164.6,564.45,847.85,25.21
20.43,164.65,584.73,805.47,27.08
20.67,162.71,528.69,844.58,24.15
20.68,160.11,543.89,805.17,28.65
20.61,160.29,513.11,803.21,27.16
20.55,164.88,511.76,840.05,21.88
20.91,167.13,557.2,845.23,22.33
20.06,162.26,524.26,820.03,26.57
20.48,160.44,543.94,806.76,27.73
20.89,166.78,571.65,828.46,18.77
20.08,163.58,579.2,830.03,29.65
20.47,166.25,529.46,848.97,25.81
20.87,161.03,567.34,847.49,39.04
