Motor Ampere,Temperature Motor,Intake Pressure,Discharge Pressure,Room Temperature
20.22,164.38,558.6,570.59,28.5
20.15,166.27,544.71,540.86,18.77
20.27,166.55,520.21,565.62,19.68
20.14,163.95,543.93,573.35,28.9
20.92,162.93,520.54,542.02,26.77
20.75,163.68,581.7,598.18,47.15
20.72,165.65,542.73,594.06,18.79
20.07,162.46,509.14,534.95,18.19
20.99,167.22,550.1,529.04,27.99
20.24,167.37,555.0,575.66,19.34
20.23,168.13,500.36,548.37,25.25
20.44,164.24,516.89,523.93,26.97
20.86,168.03,557.82,504.63,23.86
20.36,164.77,582.6,542.11,25.58
20.69,160.54,581.14,597.59,25.84
20.99,165.06,544.26,574.62,27.28
20.38,169.32,561.2,571.86,22.06
20.18,161.41,502.23,553.68,23.91
20.01,169.66,568.77,538.18,27.53
20.04,163.54,505.32,566.04,28.87
20.23,165.98,520.82,508.31,29.44
20.98,160.82,597.7,536.22,21.31
20.11,161.11,579.34,597.4,24.51
20.87,162.46,579.52,595.81,27.31
20.56,161.25,598.47,595.45,19.74
20.9,164.82,598.25,572.43,21.28
20.88,162.17,599.06,529.75,28.91
20.12,161.27,508.78,535.27,19.46
20.08,164.81,592.99,509.18,27.08
20.12,160.59,599.19,519.86,25.87
20.76,163.21,579.2,528.66,26.86
20.9,164.81,562.62,543.31,36.35
20.1,169.57,559.36,532.99,41.29
20.99,160.47,517.69,560.22,28.05
20.89,160.31,517.2,515.85,18.85
20.05,164.82,575.61,556.42,28.3
20.24,162.6,543.34,545.31,24.71
20.95,169.42,542.11,565.05,26.77
20.1,162.26,537.65,554.27,29.48
20.77,161.63,576.56,580.45,25.65
20.94,167.97,598.71,532.07,28.74
20.06,162.41,545.98,551.7,44.42
