Intake Pressure,Maintenance Date
600.91,2023-10-05
489.39,2023-10-05
539.06,2023-10-05
556.75,2023-10-05
591.94,2023-10-05
626.03,2023-10-05
504.92,2023-10-05
586.37,2023-10-05
567.25,2023-10-05
620.96,2023-10-05
638.29,2023-10-05
621.82,2023-10-05
560.17,2023-10-05
618.37,2023-10-05
553.16,2023-10-05
611.3,2023-10-05
487.36,2023-10-05
549.18,2023-10-05
601.23,2023-10-05
558.38,2023-10-05
476.46,2023-10-05
480.06,2023-10-05
583.06,2023-10-05
493.67,2023-10-05
608.99,2023-10-05
548.56,2023-10-05
579.51,2023-10-05
624.84,2023-10-05
630.49,2023-10-05
503.51,2023-10-05
630.25,2023-10-05
598.74,2023-10-05
549.27,2023-10-05
507.42,2023-10-05
603.63,2023-10-05
567.52,2023-10-05
491.19,2023-10-05
477.41,2023-10-05
609.11,2023-10-05
499.43,2023-10-05
517.25,2023-10-05
584.02,2023-10-05
563.17,2023-10-05
523.67,2023-10-05
600.87,2023-10-05
475.71,2023-10-05
481.03,2023-10-05
580.28,2023-10-05
508.64,2023-10-05
618.88,2023-10-05
600.16,2023-10-05
594.17,2023-10-05
525.14,2023-10-05
618.13,2023-10-05
619.86,2023-10-05
560.46,2023-10-05
586.94,2023-10-05
517.28,2023-10-05
595.57,2023-10-05
637.27,2023-10-05
560.14,2023-10-05
555.27,2023-10-05
560.82,2023-10-05
576.28,2023-10-05
586.54,2023-10-05
556.92,2023-10-05
539.02,2023-10-05
633.31,2023-10-05
483.37,2023-10-05
-,2023-10-05
604.37,2023-10-05
605.75,2023-10-05
608.2,2023-10-05
575.41,2023-10-05
552.06,2023-10-05
492.98,2023-10-05
555.28,2023-10-05
547.4,2023-10-05
605.88,2023-10-05
538.34,2023-10-05
515.45,2023-10-05
479.6,2023-10-05
593.31,2023-10-05
585.49,2023-10-05
476.78,2023-10-05
494.11,2023-10-05
507.11,2023-10-05
587.19,2023-10-05
536.01,2023-10-05
592.83,2023-10-05
537.23,2023-10-05
616.85,2023-10-05
511.46,2023-10-05
616.69,2023-10-05
485.29,2023-10-05
478.13,2023-10-05
638.79,2023-10-05
516.32,2023-10-05
595.58,2023-10-05
608.83,2023-10-05
568.7,2023-10-05
639.37,2023-10-05
525.03,2023-10-05
637.38,2023-10-05
489.5,2023-10-05
615.41,2023-10-05
500.64,2023-10-05
504.32,2023-10-05
569.07,2023-10-05
555.74,2023-10-05
490.39,2023-10-05
529.4,2023-10-05
617.76,2023-10-05
578.52,2023-10-05
511.02,2023-10-05
636.9,2023-10-05
621.0,2023-10-05
573.06,2023-10-05
507.08,2023-10-05
620.42,2023-10-05
503.77,2023-10-05
513.28,2023-10-05
551.35,2023-10-05
631.07,2023-10-05
509.07,2023-10-05
547.29,2023-10-05
504.75,2023-10-05
519.78,2023-10-05
601.89,2023-10-05
496.23,2023-10-05
508.73,2023-10-05
579.76,2023-10-05
502.4,2023-10-05
497.01,2023-10-05
518.84,2023-10-05
594.6,2023-10-05
490.93,2023-10-05
566.6,2023-10-05
507.78,2023-10-05
562.54,2023-10-05
511.3,2023-10-05
562.42,2023-10-05
494.59,2023-10-05
576.33,2023-10-05
624.52,2023-10-05
480.49,2023-10-05
604.12,2023-10-05
583.67,2023-10-05
486.44,2023-10-05
561.47,2023-10-05
487.33,2023-10-05
611.99,2023-10-05
582.33,2023-10-05
621.61,2024-03-06
509.01,2024-03-06
589.08,2024-03-06
608.18,2024-03-06
564.59,2024-03-06
598.44,2024-03-06
504.19,2024-03-06
542.6,2024-03-06
591.29,2024-03-06
603.4,2024-03-06
540.93,2024-03-06
599.58,2024-03-06
-,2024-03-06
565.89,2024-03-06
539.36,2024-03-06
634.0,2024-03-06
610.71,2024-03-06
568.47,2024-03-06
590.74,2024-03-06
593.5,2024-03-06
574.55,2024-03-06
604.58,2024-03-06
638.19,2024-03-06
489.57,2024-03-06
486.43,2024-03-06
588.52,2024-03-06
495.85,2024-03-06
516.08,2024-03-06
600.13,2024-03-06
597.26,2024-03-06
496.55,2024-03-06
577.69,2024-03-06
557.61,2024-03-06
610.49,2024-03-06
554.4,2024-03-06
569.16,2024-03-06
581.27,2024-03-06
635.24,2024-03-06
497.38,2024-03-06
549.57,2024-03-06
582.77,2024-03-06
491.73,2024-03-06
556.77,2024-03-06
524.57,2024-03-06
491.5,2024-03-06
533.27,2024-03-06
562.82,2024-03-06
512.13,2024-03-06
529.91,2024-03-06
616.32,2024-03-06
630.05,2024-03-06
574.48,2024-03-06
561.37,2024-03-06
499.6,2024-03-06
525.77,2024-03-06
609.0,2024-03-06
603.34,2024-03-06
536.55,2024-03-06
579.33,2024-03-06
628.51,2024-03-06
500.08,2024-03-06
501.28,2024-03-06
600.57,2024-03-06
498.0,2024-03-06
634.94,2024-03-06
632.45,2024-03-06
583.49,2024-03-06
521.27,2024-03-06
545.92,2024-03-06
483.11,2024-03-06
622.27,2024-03-06
583.22,2024-03-06
536.36,2024-03-06
602.67,2024-03-06
553.67,2024-03-06
637.39,2024-03-06
567.7,2024-03-06
610.75,2024-03-06
534.83,2024-03-06
571.19,2024-03-06
552.48,2024-03-06
557.87,2024-03-06
534.59,2024-03-06
520.44,2024-03-06
514.8,2024-03-06
501.95,2024-03-06
627.81,2024-03-06
572.06,2024-03-06
528.71,2024-03-06
535.29,2024-03-06
514.5,2024-03-06
499.91,2024-03-06
557.43,2024-03-06
619.89,2024-03-06
504.52,2024-03-06
573.52,2024-03-06
578.97,2024-03-06
-,2024-03-06
574.16,2024-03-06
591.75,2024-03-06
477.95,2024-03-06
527.59,2024-03-06
528.08,2024-03-06
619.01,2024-03-06
636.58,2024-03-06
510.84,2024-03-06
561.66,2024-03-06
554.0,2024-03-06
633.42,2024-03-06
520.91,2024-03-06
527.88,2024-03-06
565.33,2024-03-06
576.2,2024-03-06
518.68,2024-03-06
520.51,2024-03-06
633.94,2024-03-06
484.08,2024-03-06
544.44,2024-03-06
533.32,2024-03-06
477.37,2024-03-06
562.82,2024-03-06
534.0,2024-03-06
494.74,2024-03-06
619.47,2024-03-06
500.19,2024-03-06
496.86,2024-03-06
613.42,2024-03-06
629.78,2024-03-06
505.67,2024-03-06
615.23,2024-03-06
627.34,2024-03-06
590.75,2024-03-06
608.04,2024-03-06
594.15,2024-03-06
564.02,2024-03-06
576.26,2024-03-06
597.08,2024-03-06
592.08,2024-03-06
582.28,2024-03-06
537.77,2024-03-06
636.47,2024-03-06
624.2,2024-03-06
578.76,2024-03-06
569.52,2024-03-06
553.11,2024-03-06
507.67,2024-03-06
621.68,2024-03-06
