Intake Pressure,Maintenance Date
606.99,2023-02-02
617.89,2023-02-02
486.54,2023-02-02
492.78,2023-02-02
601.31,2023-02-02
579.67,2023-02-02
480.23,2023-02-02
602.86,2023-02-02
507.12,2023-02-02
601.39,2023-02-02
493.57,2023-02-02
616.83,2023-02-02
585.97,2023-02-02
627.83,2023-02-02
564.79,2023-02-02
527.31,2023-02-02
604.38,2023-02-02
479.08,2023-02-02
587.14,2023-02-02
536.91,2023-02-02
502.78,2023-02-02
604.26,2023-02-02
583.51,2023-02-02
532.36,2023-02-02
491.31,2023-02-02
635.22,2023-02-02
589.32,2023-02-02
596.24,2023-02-02
514.68,2023-02-02
501.77,2023-02-02
542.0,2023-02-02
603.16,2023-02-02
548.12,2023-02-02
498.62,2023-02-02
518.38,2023-02-02
630.32,2023-02-02
522.2,2023-02-02
545.91,2023-02-02
537.69,2023-02-02
588.88,2023-02-02
492.45,2023-02-02
594.18,2023-02-02
490.38,2023-02-02
576.47,2023-02-02
613.98,2023-02-02
577.72,2023-02-02
551.41,2023-02-02
550.06,2023-02-02
579.97,2023-02-02
544.79,2023-02-02
499.25,2023-02-02
521.48,2023-02-02
533.15,2023-02-02
528.64,2023-02-02
526.88,2023-02-02
569.38,2023-02-02
633.93,2023-02-02
527.11,2023-02-02
612.92,2023-02-02
552.89,2023-02-02
612.92,2023-02-02
612.57,2023-02-02
545.81,2023-02-02
560.14,2023-02-02
536.66,2023-02-02
504.82,2023-02-02
628.16,2023-02-02
520.12,2023-02-02
516.51,2023-02-02
528.63,2023-02-02
572.41,2023-02-02
488.18,2023-02-02
488.64,2023-02-02
533.36,2023-02-02
488.56,2023-02-02
566.19,2023-02-02
484.91,2023-02-02
488.18,2023-02-02
635.62,2023-02-02
629.31,2023-02-02
607.63,2023-02-02
604.03,2023-02-02
567.31,2023-02-02
543.26,2023-02-02
480.91,2023-02-02
633.43,2023-02-02
615.38,2023-02-02
504.91,2023-02-02
495.79,2023-02-02
598.14,2023-02-02
595.12,2023-02-02
588.06,2023-02-02
611.07,2023-02-02
622.81,2023-02-02
556.53,2023-02-02
595.07,2023-02-02
611.36,2023-02-02
500.45,2023-02-02
563.44,2023-02-02
533.52,2023-02-02
496.34,2023-02-02
485.92,2023-02-02
509.08,2023-02-02
618.01,2023-02-02
477.13,2023-02-02
492.27,2023-02-02
634.92,2023-02-02
562.63,2023-02-02
579.33,2023-02-02
632.61,2023-02-02
634.19,2023-02-02
512.72,2023-02-02
619.39,2023-02-02
635.95,2023-02-02
517.52,2023-02-02
531.78,2023-02-02
635.36,2023-02-02
497.7,2023-02-02
504.31,2023-02-02
554.47,2023-02-02
605.87,2023-02-02
588.61,2023-02-02
594.18,2023-02-02
497.56,2023-02-02
628.0,2023-06-06
570.19,2023-06-06
506.86,2023-06-06
583.3,2023-06-06
589.2,2023-06-06
578.72,2023-06-06
497.83,2023-06-06
481.63,2023-06-06
598.05,2023-06-06
541.79,2023-06-06
476.49,2023-06-06
608.61,2023-06-06
532.34,2023-06-06
501.2,2023-06-06
502.72,2023-06-06
622.07,2023-06-06
634.8,2023-06-06
633.55,2023-06-06
511.07,2023-06-06
504.65,2023-06-06
552.17,2023-06-06
635.09,2023-06-06
500.24,2023-06-06
574.85,2023-06-06
483.36,2023-06-06
600.38,2023-06-06
616.08,2023-06-06
531.22,2023-06-06
-,2023-06-06
618.0,2023-06-06
614.13,2023-06-06
617.68,2023-06-06
634.24,2023-06-06
530.11,2023-06-06
576.0,2023-06-06
565.12,2023-06-06
527.69,2023-06-06
501.55,2023-06-06
635.05,2023-06-06
631.64,2023-06-06
-,2023-06-06
492.57,2023-06-06
485.63,2023-06-06
529.18,2023-06-06
584.87,2023-06-06
576.58,2023-06-06
533.55,2023-06-06
502.08,2023-06-06
482.55,2023-06-06
541.99,2023-06-06
584.74,2023-06-06
499.63,2023-06-06
596.95,2023-06-06
634.52,2023-06-06
629.3,2023-06-06
634.89,2023-06-06
584.4,2023-06-06
-,2023-06-06
476.51,2023-06-06
486.37,2023-06-06
519.04,2023-06-06
478.4,2023-06-06
569.25,2023-06-06
513.29,2023-06-06
580.97,2023-06-06
486.54,2023-06-06
485.04,2023-06-06
590.25,2023-06-06
498.68,2023-06-06
513.25,2023-06-06
604.97,2023-06-06
562.48,2023-06-06
506.91,2023-06-06
582.95,2023-06-06
585.3,2023-06-06
519.23,2023-06-06
555.89,2023-06-06
571.71,2023-06-06
542.84,2023-06-06
525.19,2023-06-06
507.21,2023-06-06
586.88,2023-06-06
541.4,2023-06-06
610.45,2023-06-06
519.75,2023-06-06
568.84,2023-06-06
578.37,2023-06-06
589.45,2023-06-06
610.59,2023-06-06
568.48,2023-06-06
490.53,2023-06-06
497.44,2023-06-06
527.93,2023-06-06
571.25,2023-06-06
562.83,2023-06-06
514.19,2023-06-06
596.55,2023-06-06
571.97,2023-06-06
607.84,2023-06-06
512.05,2023-06-06
499.28,2023-06-06
567.82,2023-06-06
628.4,2023-06-06
528.21,2023-06-06
475.96,2023-06-06
