Intake Pressure,Maintenance Date
628.56,2024-01-03
504.81,2024-01-03
481.49,2024-01-03
564.13,2024-01-03
568.06,2024-01-03
571.91,2024-01-03
545.18,2024-01-03
482.27,2024-01-03
542.84,2024-01-03
611.01,2024-01-03
501.69,2024-01-03
583.26,2024-01-03
584.37,2024-01-03
487.01,2024-01-03
552.18,2024-01-03
567.16,2024-01-03
511.26,2024-01-03
532.11,2024-01-03
588.63,2024-01-03
600.66,2024-01-03
578.28,2024-01-03
505.41,2024-01-03
512.03,2024-01-03
532.59,2024-01-03
576.22,2024-01-03
556.94,2024-01-03
500.9,2024-01-03
499.47,2024-01-03
558.34,2024-01-03
626.89,2024-01-03
563.54,2024-01-03
518.57,2024-01-03
566.13,2024-01-03
604.02,2024-01-03
605.25,2024-01-03
582.72,2024-01-03
627.51,2024-01-03
590.4,2024-01-03
604.65,2024-01-03
519.69,2024-01-03
524.84,2024-01-03
610.58,2024-01-03
481.2,2024-01-03
502.8,2024-01-03
539.96,2024-01-03
578.24,2024-01-03
583.0,2024-01-03
551.97,2024-01-03
485.15,2024-01-03
515.15,2024-01-03
508.29,2024-01-03
631.82,2024-01-03
486.97,2024-01-03
564.18,2024-01-03
592.1,2024-01-03
577.28,2024-01-03
495.01,2024-01-03
577.84,2024-01-03
535.36,2024-01-03
554.72,2024-01-03
637.36,2024-01-03
498.1,2024-01-03
573.06,2024-01-03
549.17,2024-01-03
621.45,2024-01-03
566.65,2024-01-03
517.67,2024-01-03
619.62,2024-01-03
542.68,2024-01-03
539.67,2024-01-03
534.75,2024-01-03
558.58,2024-01-03
501.2,2024-01-03
529.26,2024-01-03
521.63,2024-01-03
542.91,2024-01-03
503.71,2024-01-03
503.33,2024-01-03
593.56,2024-01-03
613.89,2024-01-03
493.5,2024-01-03
477.26,2024-01-03
625.1,2024-01-03
493.92,2024-01-03
589.96,2024-01-03
485.59,2024-01-03
611.48,2024-01-03
570.52,2024-01-03
582.76,2024-01-03
486.52,2024-01-03
572.29,2024-01-03
605.67,2024-01-03
630.56,2024-01-03
489.76,2024-01-03
603.33,2024-01-03
546.67,2024-01-03
485.78,2024-01-03
519.95,2024-01-03
629.84,2024-01-03
584.29,2024-01-03
481.67,2024-01-03
490.37,2024-01-03
513.8,2024-01-03
475.76,2024-01-03
490.14,2024-01-03
539.39,2024-01-03
531.85,2024-01-03
530.24,2024-01-03
597.64,2024-01-03
611.82,2024-01-03
577.78,2024-01-03
614.02,2024-01-03
507.79,2024-01-03
636.51,2024-01-03
561.99,2024-01-03
483.61,2024-01-03
574.69,2024-01-03
523.06,2024-01-03
480.31,2024-01-03
563.51,2024-01-03
494.07,2024-01-03
560.08,2024-01-03
628.32,2024-01-03
635.64,2024-01-03
579.68,2024-01-03
526.66,2024-01-03
613.86,2024-01-03
542.3,2024-01-03
520.12,2024-01-03
610.71,2024-01-03
489.94,2024-01-03
535.93,2024-01-03
628.04,2024-01-03
490.92,2024-01-03
547.08,2024-01-03
-,2024-01-03
624.71,2024-01-03
498.05,2024-01-03
495.37,2024-01-03
495.65,2024-01-03
608.46,2024-01-03
495.08,2024-01-03
557.66,2024-01-03
489.05,2024-01-03
561.35,2024-01-03
527.91,2024-01-03
562.22,2024-01-03
488.55,2024-01-03
488.33,2024-01-03
601.4,2024-01-03
543.5,2024-01-03
629.95,2024-01-03
512.01,2024-01-03
501.0,2024-01-03
567.65,2024-01-03
578.01,2024-01-03
590.95,2024-01-03
630.57,2024-01-03
541.58,2024-01-03
594.97,2024-01-03
520.91,2024-01-03
610.42,2024-01-03
533.35,2024-01-03
480.58,2024-01-03
534.55,2024-01-03
499.11,2024-01-03
508.86,2024-01-03
562.95,2024-01-03
601.85,2024-01-03
540.3,2024-01-03
550.92,2024-01-03
558.69,2024-01-03
496.85,2024-01-03
479.75,2024-01-03
523.93,2024-01-03
555.99,2024-01-03
488.86,2024-01-03
529.83,2024-01-03
490.04,2024-01-03
479.57,2024-01-03
560.81,2024-01-03
492.83,2024-01-03
634.35,2024-07-03
591.26,2024-07-03
552.56,2024-07-03
613.11,2024-07-03
584.88,2024-07-03
631.22,2024-07-03
624.49,2024-07-03
532.76,2024-07-03
488.4,2024-07-03
540.44,2024-07-03
513.13,2024-07-03
479.52,2024-07-03
587.58,2024-07-03
628.0,2024-07-03
478.98,2024-07-03
569.66,2024-07-03
625.77,2024-07-03
618.32,2024-07-03
617.31,2024-07-03
-,2024-07-03
496.39,2024-07-03
612.83,2024-07-03
608.01,2024-07-03
533.26,2024-07-03
508.6,2024-07-03
495.59,2024-07-03
601.61,2024-07-03
485.84,2024-07-03
595.76,2024-07-03
479.95,2024-07-03
595.45,2024-07-03
594.58,2024-07-03
614.31,2024-07-03
503.12,2024-07-03
625.31,2024-07-03
625.81,2024-07-03
558.23,2024-07-03
545.03,2024-07-03
479.77,2024-07-03
535.56,2024-07-03
513.61,2024-07-03
499.63,2024-07-03
502.81,2024-07-03
599.08,2024-07-03
503.54,2024-07-03
622.95,2024-07-03
499.59,2024-07-03
487.81,2024-07-03
558.65,2024-07-03
489.36,2024-07-03
601.34,2024-07-03
487.3,2024-07-03
634.27,2024-07-03
-,2024-07-03
484.02,2024-07-03
598.45,2024-07-03
552.24,2024-07-03
552.48,2024-07-03
489.77,2024-07-03
520.06,2024-07-03
543.87,2024-07-03
586.46,2024-07-03
482.73,2024-07-03
-,2024-07-03
567.64,2024-07-03
519.59,2024-07-03
534.79,2024-07-03
478.83,2024-07-03
620.43,2024-07-03
591.24,2024-07-03
482.13,2024-07-03
577.37,2024-07-03
518.7,2024-07-03
523.66,2024-07-03
502.93,2024-07-03
476.21,2024-07-03
535.53,2024-07-03
586.83,2024-07-03
489.9,2024-07-03
547.78,2024-07-03
-,2024-07-03
485.72,2024-07-03
610.85,2024-07-03
610.65,2024-07-03
555.68,2024-07-03
552.34,2024-07-03
602.57,2024-07-03
542.88,2024-07-03
623.04,2024-07-03
505.84,2024-07-03
603.91,2024-07-03
503.81,2024-07-03
552.7,2024-07-03
631.49,2024-07-03
608.36,2024-07-03
503.14,2024-07-03
596.63,2024-07-03
602.34,2024-07-03
562.34,2024-07-03
615.04,2024-07-03
596.05,2024-07-03
485.14,2024-07-03
604.25,2024-07-03
475.17,2024-07-03
588.58,2024-07-03
548.7,2024-07-03
614.99,2024-07-03
517.29,2024-07-03
631.15,2024-07-03
499.65,2024-07-03
513.78,2024-07-03
496.44,2024-07-03
548.58,2024-07-03
537.62,2024-07-03
556.58,2024-07-03
479.96,2024-07-03
583.33,2024-07-03
593.67,2024-07-03
